Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadData,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertOrThrow,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getNetworkId,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.os.Debug_isDebuggerConnected,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResources,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_SMS_android.telephony.SmsManager_sendTextMessage,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccountsByType,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_warning,Logcat_info,Logcat_debug,Logcat_verbose,Logcat_error,Logcat_total,Process_total,Category,Family
39356,6616,12564,25288,83796,6632,13104,10060,3043,4,1,5,1,2,8,27,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,17,0,0,0,0,3,0,9492,1861,1512,2120,761,15746,186,Trojan_Banker,marcher
66629,676,10864,61540,76176,808,15261,10546,4714,0,0,5,0,2,5,26,5,25,0,0,0,407,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,6,0,0,0,7,6,0,0,32,16,79,0,30,0,0,15,0,0,0,0,0,15,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,4,10,1,4467,61,20983,72,5,2,708,4851,3415,2446,1519,12939,188,Trojan_Banker,marcher
113286,40260,10532,49292,107964,47684,31732,27710,4021,61,4,6,2,4,40,36,11,47,3,0,2,24,8,16,0,0,8,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,26,0,146,180,8,18,2,2,10,9,9,0,16,0,0,0,0,0,0,0,0,24,0,8,0,0,0,12,0,0,0,0,0,6,0,0,0,160,0,0,0,0,29,0,6,4384,66,15373,86,6,1,2340,5335,1353,2834,1517,13379,191,Trojan_Banker,minimob
46486,6988,11536,31520,70416,7112,15211,11106,4104,28,2,5,1,2,10,26,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,57,0,17,0,0,0,0,3,0,2402,807,1473,7269,3199,15150,187,Trojan_Banker,zitmo
43982,6604,10912,28768,90064,6620,14241,11490,2750,11,1,5,1,2,12,28,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,8,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,22,0,0,0,0,7,0,0,0,0,0,0,0,0,14,0,0,0,0,15,0,7,0,0,5220,87,3,1,1511,2173,746,4961,5027,14418,187,Trojan_Banker,faketoken
43540,8,11076,38944,79344,12,8454,6213,2240,0,0,4,0,2,5,24,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,6,42,1,0,1,24,18,18,0,18,6,6,24,0,0,0,0,1,2,4,0,0,0,0,0,1,0,2,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,25,0,1,566,10,1196,10,4,1,3154,1537,1319,2009,4859,12878,188,Trojan_Banker,faketoken
30694,2316,11428,23296,76672,2328,9119,5103,4015,0,0,4,0,2,2,47,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2050,2626,1667,3861,1518,11722,189,Trojan_Banker,marcher
39442,252,11088,36376,52276,260,8471,6377,2093,0,0,8,0,2,9,29,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,36,0,1,2,7,4,0,0,1,1,12,0,26,0,24,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,3,0,1,504,12,2082,18,3,3,956,1712,1526,2188,1891,8273,190,Trojan_Banker,wroba
95026,14512,8056,65792,77876,15232,32163,25702,6460,404,12,11,8,4,37,43,17,69,2,2,0,6,2,0,0,0,0,7,0,0,0,102,12,0,0,0,6,0,0,6,6,0,0,6,12,0,15,0,15,17,2,0,1,0,179,90,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,184,0,0,0,0,0,0,18,18,1,0,0,0,31,0,1,9544,23,2608,25,7,0,3466,1954,660,1597,3776,11453,190,Trojan_Banker,minimob
41020,7332,12508,25300,75056,7348,13121,10111,3009,4,1,5,1,2,9,27,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,22,0,0,0,0,3,0,2045,793,7546,2492,1515,14391,191,Trojan_Banker,marcher
46376,6968,11672,31668,74184,7092,14191,11195,2995,28,2,5,1,2,9,26,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,42,0,12,0,0,0,0,3,0,1702,1506,564,2762,5984,12518,189,Trojan_Banker,zitmo
31543,3824,11280,23116,73140,3832,8997,4953,4043,0,0,4,0,2,2,35,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2608,1904,4828,1256,1513,12109,192,Trojan_Banker,marcher
34097,1164,11108,29072,68164,1168,9116,5939,3176,0,0,6,0,2,9,27,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,1,2,2,2,0,2,0,0,2,0,0,3,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1440,24,5,3,2453,1789,625,1510,4919,11296,192,Trojan_Banker,gugi
105324,5528,10824,90560,76580,5760,46171,37390,8780,288,10,7,4,4,24,34,7,30,2,0,0,6,2,0,0,0,0,1,0,0,0,2,54,1,0,1,39,15,15,0,15,23,23,39,0,0,2,0,12,11,2,6,1,0,1,1,1,2,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,2,0,172,0,0,0,0,0,0,0,0,0,0,0,0,48,0,1,0,0,0,0,8,0,2292,5506,1781,3279,646,13504,192,Trojan_Banker,minimob
40535,5820,12948,25476,79896,5840,13124,10158,2965,8,2,6,2,2,9,27,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,25,0,0,0,0,3,0,3373,877,2573,1502,3076,11401,189,Trojan_Banker,marcher
53272,800,10904,48208,81388,932,11736,7775,3960,0,0,5,0,2,5,26,4,17,0,0,0,221,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,2,0,0,0,5,6,0,0,30,15,75,0,30,0,0,15,0,0,0,0,0,15,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,4,10,1,3998,54,15220,65,5,2,506,1748,2046,1517,3007,8824,189,Trojan_Banker,marcher
107881,23460,10588,75360,87800,24632,35508,27172,8335,238,9,8,5,4,32,37,10,39,2,0,3,6,2,0,0,3,0,1,0,0,0,2,41,1,0,1,29,12,12,0,12,16,16,29,0,0,2,0,19,19,2,6,1,0,4,5,1,2,0,3,0,0,0,0,0,10,0,8,0,0,0,0,0,2,0,172,3,3,0,0,0,0,0,0,0,0,0,0,37,0,1,71636,53,2440,38,8,0,1686,4111,2953,1833,622,11205,193,Trojan_Banker,minimob
95549,42836,11544,39880,102096,44432,24409,19072,5336,34,1,5,1,4,30,32,8,34,3,0,1,0,0,18,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,133,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,140,0,0,0,0,23,0,7,0,0,0,0,3,0,1637,3112,2292,3509,982,11532,190,Trojan_Banker,faketoken
49679,7668,11768,33308,67908,7856,13188,10803,2384,9,1,5,1,2,10,28,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,52,0,17,0,0,0,0,3,0,7091,653,1819,1998,1555,13116,190,Trojan_Banker,zitmo
108342,40292,11460,54716,96472,42564,25252,20637,4614,7,1,6,1,4,36,36,10,39,3,0,1,66,22,15,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,172,164,19,4,11,0,11,11,11,24,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,16,0,1376,0,0,0,0,0,0,0,240,0,0,0,0,32,0,8,0,0,0,0,7,0,4904,1119,2347,1733,3739,13842,191,Trojan_Banker,minimob
31636,3948,12480,23476,74180,3960,8927,4894,4032,0,0,4,0,2,2,23,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1520,1327,2994,2764,1757,10362,195,Trojan_Banker,marcher
32675,96,10968,29124,72500,100,9116,5998,3117,0,0,6,0,2,9,27,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,1,2,2,2,0,2,0,0,2,0,0,3,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1440,24,5,3,1512,1870,2716,4577,830,11505,194,Trojan_Banker,<unknown>
109568,29100,10460,70088,108572,29520,33744,21466,12277,142,4,8,3,4,33,38,10,42,2,2,0,18,6,0,0,0,0,29,0,0,0,1,3,0,0,0,1,0,0,0,2,0,0,1,1,0,12,0,78,74,8,4,0,0,351,205,2,4,4,5,6,0,0,0,0,6,0,9,4,18,1,0,0,8,0,1064,0,0,0,0,0,0,6,4,0,0,2,0,17,2,4,60087,156,24374,173,8,1,1521,1941,3775,3180,865,11282,189,Trojan_Banker,minimob
93761,3272,10360,78464,100172,3408,30347,23371,6975,148,2,5,2,8,36,36,8,33,2,0,0,6,2,0,0,0,0,1,8,0,0,6,64,28,0,28,23,40,40,0,41,54,54,23,1,0,3,0,19,25,9,20,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,172,0,0,0,0,0,0,4,3,0,0,0,0,28,0,1,4256,20,5106,23,8,0,1610,681,3402,1746,3936,11375,200,Trojan_Banker,minimob
30468,3188,13328,22992,66168,3192,7878,4675,3202,0,0,2,0,2,2,21,1,6,0,0,0,0,0,2,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,72,0,0,0,0,0,0,0,0,214,0,0,0,0,0,108,0,36,0,0,0,0,4,0,1632,2644,1542,2217,1803,9838,189,Trojan_Banker,<unknown>
45958,7204,12040,29628,81944,7220,15258,11320,3937,11,1,5,1,2,12,28,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,10,0,9,18,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,24,0,0,0,0,9,0,0,0,0,0,0,0,0,18,0,0,0,0,19,0,9,0,0,5700,95,3,1,1507,5288,2162,7007,863,16827,190,Trojan_Banker,faketoken
54915,31260,11680,13664,107540,33340,21914,17591,4322,26,1,5,1,4,28,36,16,33,0,0,0,6,2,0,0,0,0,11,0,0,0,1,20,0,0,0,10,10,10,0,10,0,0,10,0,0,2,0,132,121,2,0,1,0,1,1,1,22,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,22,0,172,0,0,0,0,0,0,0,0,0,0,0,0,43,0,11,0,0,0,0,7,0,1746,2578,2638,982,1581,9525,190,Trojan_Banker,<unknown>
72425,5472,10548,58808,89824,5620,27504,20253,7250,313,10,5,2,4,25,34,9,37,2,0,0,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,11,2,6,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,172,0,0,0,0,0,0,0,6,0,0,0,0,8,0,1,0,0,0,0,8,0,1957,1719,3102,3286,631,10695,187,Trojan_Banker,minimob
43040,4832,11532,31276,77348,4932,13179,11014,2164,28,2,5,1,2,9,25,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,64,0,19,0,0,0,0,3,0,628,2409,1905,1332,5470,11744,187,Trojan_Banker,zitmo
