Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadData,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_evaluateJavascript,API_WebView_android.webkit.WebView_postUrl,API_WebView_android.webkit.WebView_setWebContentsDebuggingEnabled,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertOrThrow,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getBSSID,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getNetworkId,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceSoftwareVersion,API_DeviceInfo_android.os.Debug_isDebuggerConnected,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResources,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_SystemManager_android.content.BroadcastReceiver_abortBroadcast,API_SMS_android.telephony.SmsManager_sendTextMessage,API_SMS_android.telephony.SmsManager_sendMultipartTextMessage,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccountsByType,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.location.Location_getLatitude,API_DeviceData_android.location.Location_getLongitude,API_DeviceData_android.media.AudioRecord_startRecording,API_DeviceData_android.media.MediaRecorder_start,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_verbose,Logcat_info,Logcat_debug,Logcat_error,Logcat_warning,Logcat_total,Process_total,Category,Family
49141,3248,10768,36580,94960,5168,20525,15888,4637,55,3,5,1,3,26,41,28,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,6,4,8,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,1909,3853,2405,188,522,8877,191,Trojan,styricka
93083,16716,10532,61068,100556,23740,38446,31957,6488,280,5,5,2,4,35,36,11,43,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,21,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,5,0,1,5310,17,1883,27,3,0,107,1625,557,11280,2961,16530,193,Trojan,styricka
88778,2464,11012,72480,93780,9664,48544,41393,7150,318,8,16,11,2,19,39,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,16,32,0,18,0,0,24,46,2,4,0,0,4,2,0,0,0,0,2,4,2,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,0,0,0,2,1,2787,1822,639,297,6111,11656,191,Trojan,wkload
120145,34584,10596,71740,105720,40332,35660,28522,7137,218,4,7,4,4,33,40,10,42,3,0,1,78,30,1,0,0,0,0,0,0,1,1,0,4,0,6,24,0,0,0,8,0,0,0,16,16,0,0,8,0,0,0,0,20,19,0,4,51,51,59,57,73,52,0,0,4,0,5,0,0,0,0,0,1,0,0,2,2,0,0,2,0,0,6,6,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,17,0,1,1201,12,5185,13,3,0,3055,113,2925,2570,813,9476,191,Trojan,autoins
70213,15088,8564,34864,95544,19636,19999,15568,4430,185,2,4,1,2,9,29,6,25,0,1,0,90,30,0,0,0,0,0,0,0,20,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,5,2,10,10,579,337,18,20,0,0,2,0,14,10,0,0,0,0,0,0,0,22,12,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,693254,811,66910,817,4,3,3655,1938,3441,888,134,10056,192,Trojan,hypay
110337,38872,9868,58288,84636,43472,32744,26439,6304,30,3,8,2,4,36,38,11,42,3,0,2,537,283,20,0,0,0,0,0,0,11,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,231,231,10,0,0,0,15,390,63,0,22,0,0,0,48,0,0,0,0,0,15,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0,0,0,9,242,0,0,0,0,0,0,0,0,92,0,11,18000,120,30502,237,3,2,4296,4259,318,1250,2909,13032,195,Trojan,<unknown>
45882,5732,13020,33540,88956,5736,12490,8554,3935,9,1,5,1,2,11,28,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,36,72,4,24,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,0,0,0,0,12,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,12,64043,533,58875,725,3,1,1258,2241,119,4125,4166,11909,193,Trojan,rootnik
76993,5256,10552,63544,100364,5440,27361,20282,7078,156,3,9,3,4,36,36,19,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2,0,2,1,0,0,0,0,71,6,6,1,0,0,4,6,4,8,8,2,45,45,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,142,93,2,1,0,0,0,0,0,0,4,0,1,3918,30,24388,41,9,2,1598,605,2503,3355,111,8172,191,Trojan,mytrackp
72389,5088,10568,58816,101216,5236,24924,19794,5129,102,3,7,2,4,30,32,18,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1,0,1,1,0,0,0,0,63,6,6,1,0,0,3,5,3,6,8,0,30,30,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,126,83,1,2,0,0,0,0,0,0,3,0,1,2612,20,15982,22,8,1,3589,686,2407,1781,112,8575,191,Trojan,mytrackp
44324,4944,11856,32324,89776,4960,12435,9185,3249,76,7,5,2,2,10,28,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,6,5796,48,5820,60,3,0,721,2398,349,4317,5302,13087,193,Trojan,smsagent
86303,4208,10624,71176,100088,8448,24623,18460,6162,125,5,6,3,2,17,35,8,32,0,0,0,89,35,0,0,0,0,0,0,0,0,1,0,4,0,6,28,0,0,0,10,0,0,0,18,18,0,0,10,0,0,0,0,0,0,0,0,72,72,85,73,85,65,0,0,6,0,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,8,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,15,0,1,1124,12,5185,13,3,0,729,114,3252,2849,3249,10193,191,Trojan,autoins
108896,41636,9944,54424,81384,45828,29700,24657,5042,14,1,7,1,4,32,37,12,46,3,0,1,336,176,15,0,0,0,0,0,0,8,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,168,168,10,0,0,0,9,234,42,0,16,0,0,0,34,0,0,0,0,0,9,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,9,176,0,0,0,0,0,0,0,0,65,0,8,12572,85,21857,178,2,2,2448,257,3303,5134,971,12113,192,Trojan,lotoor
63987,3584,10784,49180,102076,7384,23627,18732,4894,226,10,12,9,2,18,37,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,46,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,31,31,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,13,0,1,0,0,600,10,3,0,2430,120,3095,2176,990,8811,191,Trojan,hypay
31169,2788,11344,23736,75992,2800,7934,5105,2828,0,0,4,0,2,2,24,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,0,0,0,0,2,0,2356,195,3448,1203,7117,14319,192,Trojan,ginmaster
39014,3516,12424,28116,86644,3524,15710,13119,2590,8,1,5,1,2,9,26,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,5,0,0,0,0,3,0,2569,2893,612,3824,111,10009,192,Trojan,<unknown>
80743,4448,10652,67532,104216,4576,28076,21110,6965,172,4,9,3,4,37,34,23,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2,0,2,1,0,0,0,0,77,10,10,1,0,0,5,7,4,8,10,2,45,45,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,154,99,2,4,0,0,0,0,0,0,4,0,1,3958,31,24180,42,8,1,108,3590,2617,1902,598,8815,191,Trojan,mytrackp
32159,1712,12852,24596,82904,1724,7934,5338,2595,0,0,4,0,2,3,24,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0,0,0,0,2,0,3051,178,2114,3167,1305,9815,192,Trojan,mobtes
71709,5432,10608,58544,98344,5612,26886,19713,7172,90,2,7,2,4,30,33,18,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1,0,1,1,0,0,0,0,62,6,6,1,0,0,3,5,3,6,8,0,30,30,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,124,82,1,2,0,0,0,0,0,0,3,0,1,2977,24,16680,27,8,1,1792,3809,104,575,2904,9184,190,Trojan,mytrackp
61703,14856,8740,32556,78248,17212,24432,18480,5951,22,2,5,2,2,10,32,4,16,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0,18,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,25,0,2,7807,53,4561,66,3,0,1610,3444,642,115,3321,9132,195,Trojan,autosms
101527,38204,10676,49952,109572,40764,35154,30568,4585,28,2,6,2,4,43,37,19,47,4,0,1,0,0,4,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,94,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,18,0,4,0,0,0,0,2,0,207,3716,1951,747,4164,10785,194,Trojan,styricka
49900,6196,11764,33116,95764,9464,17844,14377,3466,109,6,5,2,2,18,27,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,2,0,160,577,1769,2631,1943,7080,191,Trojan,styricka
70566,5172,10596,56808,101400,5276,24724,19072,5651,80,2,7,2,4,30,32,19,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1,0,1,1,0,0,0,0,61,6,6,1,0,0,3,5,3,6,8,0,30,30,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,122,81,1,2,0,0,0,0,0,0,3,0,1,2612,20,16024,22,8,1,2123,3026,1735,626,113,7623,190,Trojan,mytrackp
87664,7332,10496,69832,106024,8264,31501,24933,6567,91,2,8,2,4,29,34,23,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2,0,2,1,0,0,0,0,75,11,11,1,0,0,5,8,3,6,10,0,30,30,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,150,95,2,4,0,0,0,0,0,0,3,0,1,2977,24,16416,27,9,1,2584,2376,583,3361,109,9013,191,Trojan,mytrackp
87888,21596,10896,58808,87864,22372,32481,25148,7332,21,3,9,3,4,43,41,24,79,2,1,2,0,0,2,0,0,0,0,0,0,3,2,5,2,0,9,17,1,0,1,9,0,0,0,8,8,0,0,9,0,0,27,0,30,35,29,4,5,6,40,20,3,0,2,1,0,0,0,1,0,0,0,0,2,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,12,24,0,0,0,0,0,0,0,0,15,0,1,10840,103,14988,197,4,3,1164,1281,2522,139,1785,6891,191,Trojan,smsagent
49924,7272,13320,31764,93348,10272,17793,13625,4167,108,6,5,2,2,20,27,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,2,0,713,1972,1204,1813,105,5807,189,Trojan,styricka
65584,4240,10548,52240,94776,4484,24642,18251,6390,98,4,8,2,4,32,33,16,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2,0,2,1,0,0,0,0,49,10,10,1,0,0,5,8,3,6,8,0,30,30,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,98,67,2,4,0,0,0,0,0,0,3,0,1,2652,21,15960,22,9,1,3158,1998,119,2052,633,7960,192,Trojan,mytrackp
43734,7248,12276,28912,86012,7260,13248,10608,2639,5,1,7,1,2,11,29,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,8,16,10,0,0,0,0,0,26,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,6,16,0,0,0,0,0,0,0,0,10,0,8,120,3,5580,93,3,2,576,2349,3911,2844,244,9924,189,Trojan,smsagent
116405,40864,11180,60168,83068,45052,29815,25045,4769,28,2,9,2,4,50,38,12,45,4,0,2,474,271,22,0,0,0,0,0,0,9,1,125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,234,279,22,0,0,0,14,340,47,0,18,0,0,0,35,0,0,0,0,0,16,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,18,218,0,0,0,0,0,0,0,0,79,0,9,18068,113,30092,216,4,3,2999,1380,294,5156,4331,14160,190,Trojan,lotoor
66753,7392,10692,47204,100688,10564,37228,20797,16430,21,3,4,1,2,18,31,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,122,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,6,0,2,717,5,411,6,3,0,2426,2113,3642,581,117,8879,190,Trojan,autosms
64428,5276,10796,46800,94304,7432,24999,17789,7209,78,4,8,8,2,23,34,15,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,30,0,30,30,0,30,0,0,30,15,2,40,0,36,72,58,14,0,0,40,128,78,16,0,0,16,8,0,0,0,0,8,16,8,16,0,0,0,1,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,10,4,1806349,1598,86639,1779,4,3,2557,311,733,2853,5087,11541,189,Trojan,wkload
72047,4612,10588,58976,105368,4776,24861,19642,5218,91,2,7,2,4,31,33,18,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1,0,1,1,0,0,0,0,62,6,6,1,0,0,3,5,3,6,8,0,30,30,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,124,82,1,2,0,0,0,0,0,0,3,0,1,2977,24,16670,27,8,1,3452,111,2591,654,1744,8552,192,Trojan,mytrackp
52481,7796,11872,32548,94792,11604,17793,14966,2826,33,2,4,1,2,10,28,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,0,0,12,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,36,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,3524,30,6664,91,3,0,118,2034,6319,2681,806,11958,191,Trojan,gappusin
70560,3440,10732,57380,101212,5936,21939,17006,4932,123,4,6,3,2,19,33,6,24,0,0,0,79,30,0,0,0,0,0,0,0,0,1,0,4,0,6,24,0,0,0,8,0,0,0,16,16,0,0,8,0,0,0,0,0,0,0,0,56,56,71,60,70,53,0,0,4,0,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,1278,12,5394,14,3,0,1358,112,2505,2062,601,6638,191,Trojan,autoins
67662,3340,10756,53768,97744,6288,21803,16801,5001,146,6,6,3,2,18,34,6,24,0,0,0,76,29,0,0,0,0,0,0,0,0,1,0,4,0,6,24,0,0,0,8,0,0,0,16,16,0,0,8,0,0,0,0,0,0,0,0,54,54,52,50,68,53,0,0,4,0,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,3,0,3045,116,622,3096,2432,9311,191,Trojan,autoins
105678,39396,9876,52888,93332,44224,29734,24781,4952,16,2,7,1,4,34,38,12,44,3,0,1,228,108,10,0,0,0,0,0,0,4,1,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,92,100,16,0,0,0,5,130,9,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,29,0,4,55699,91,16574,138,5,2,148,2537,1746,2932,762,8125,192,Trojan,lotoor
46557,4948,11492,34292,72844,5156,15166,11454,3711,17,1,5,1,2,8,26,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,54,0,0,0,8,0,0,0,0,46,0,0,4,0,0,4,0,1,2,3,0,0,0,0,0,4,8,0,0,8,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,5,4740,40,9260,50,3,1,3035,637,2115,389,3564,9740,192,Trojan,mseg
106756,38764,9916,54044,93540,42936,29788,24734,5053,14,1,8,1,4,38,39,12,45,4,0,1,384,208,16,0,0,0,0,0,0,9,1,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,216,243,28,0,0,0,11,264,47,0,18,0,0,0,40,0,0,0,0,0,11,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,18,216,0,0,0,0,0,0,0,0,74,0,9,14960,99,25680,199,4,3,3715,1523,2681,5819,273,14011,191,Trojan,lotoor
52968,9476,9404,28348,86596,12912,19505,16681,2823,28,2,5,2,2,15,29,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,16,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,9,9281,64,5363,78,4,0,3531,735,2054,113,3216,9649,195,Trojan,<unknown>
56111,1832,10744,44496,100260,4392,21055,16885,4169,118,2,8,2,2,24,35,13,48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,1,0,0,9,14,0,14,4,0,3,3,2,5,0,0,4,0,0,5,0,8,16,12,2,1,1,0,0,6,4,4,1,0,0,1,0,0,0,0,0,0,0,0,6,2,0,0,0,0,20,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,7,0,1,644,10,6869,99,4,3,673,1813,2324,215,4444,9469,192,Trojan,<unknown>
55516,7180,10752,39124,100008,8172,19239,13610,5628,40,1,4,1,2,11,29,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42,45,0,45,9,0,27,27,6,33,0,0,9,0,0,0,0,0,0,0,0,0,0,16,16,6,6,0,0,0,0,6,0,0,0,0,0,0,0,0,7,3,9,0,0,3,12,38,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,12,6,3,5712,81,30866,122,2,0,823,110,1530,1546,3514,7523,190,Trojan,autoins
34082,1412,12548,27096,81472,1424,11035,6821,4213,0,0,4,0,2,3,26,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,0,0,0,0,2,1,1248,2965,7389,3778,155,15535,194,Trojan,mobtes
99909,28088,10720,59084,91392,33624,32383,28043,4339,137,5,9,3,4,34,40,11,42,3,0,5,0,0,5,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,41,41,11,6,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,6,22,0,0,0,0,0,0,0,0,7,0,1,5223,31,6810,97,4,2,2131,3729,2295,139,958,9252,191,Trojan,smsagent
74233,5228,10636,60252,95204,5408,24659,19883,4775,81,2,7,2,4,31,32,18,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1,0,1,1,0,0,0,0,63,6,6,1,0,0,3,5,3,6,8,0,30,30,5,5,4,0,4,2,0,0,0,0,0,0,0,4,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,126,83,1,2,0,0,0,0,0,0,3,0,1,3432,30,17908,35,8,1,587,1664,3555,2696,110,8612,192,Trojan,mytrackp
53650,7904,10836,33160,95212,11296,20512,15628,4883,60,7,6,2,2,32,34,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,2,0,2029,469,128,2226,1114,5966,191,Trojan,styricka
