Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Process_android.app.ActivityManager_killBackgroundProcesses,API_Process_android.os.Process_killProcess,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadData,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_evaluateJavascript,API_WebView_android.webkit.WebView_setWebContentsDebuggingEnabled,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.content.ContextWrapper_databaseList,API_Database_android.content.ContextWrapper_deleteDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_deleteDatabase,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertOrThrow,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_sendStickyBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getBSSID,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceSoftwareVersion,API_DeviceInfo_android.os.Debug_isDebuggerConnected,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResources,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexFile_loadDex,API_DexClassLoader_dalvik.system.DexFile_loadClass,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_SMS_android.telephony.SmsManager_sendTextMessage,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccountsByType,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.location.Location_getLatitude,API_DeviceData_android.location.Location_getLongitude,API_DeviceData_android.media.AudioRecord_startRecording,API_DeviceData_android.media.MediaRecorder_start,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_debug,Logcat_warning,Logcat_info,Logcat_verbose,Logcat_error,Logcat_total,Process_total,Category,Family
129653,33008,10480,85404,103756,34584,36391,28597,7793,171,3,8,5,4,41,38,13,49,2,8,4,0,0,0,0,4,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,33,0,12,0,0,347,192,3,0,0,0,12,6,0,0,0,0,0,9,0,0,12,7,0,0,2,0,0,0,60,3,3,0,0,0,0,2,80,0,0,2,2,0,0,0,0,9,0,1,0,0,0,0,3,0,1513,2777,930,1998,3436,10654,188,Adware,airpush
51293,4556,12068,33552,90108,6416,17411,14163,3247,34,2,4,1,2,11,25,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,27,0,2,4,3,0,0,0,0,0,27,26,0,0,0,0,0,0,0,0,26,0,0,0,13,0,18,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,13,0,8,0,0,3120,52,3,2,1714,3767,2559,777,3307,12124,187,Adware,inoco
50105,5084,12132,33616,90532,6944,17434,14341,3092,34,2,4,1,2,11,26,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,26,0,0,0,2,0,0,0,0,0,33,32,0,0,0,0,0,0,0,0,32,0,0,0,16,0,20,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,16,0,10,0,0,3900,65,3,1,2773,1737,3741,914,3308,12473,189,Adware,inoco
126877,10364,10388,108056,96776,10460,37674,28322,9351,184,6,8,4,4,29,38,14,54,2,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33,51,2,12,0,0,355,185,0,0,0,16,0,0,0,0,0,0,0,1,0,0,16,12,0,0,2,0,0,3,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,92321,176,30397,189,3,0,2835,2038,2995,603,1509,9980,186,Adware,inmobi
98610,37568,10624,46700,104508,39328,19471,16130,3340,9,0,7,1,4,31,35,15,47,4,0,1,0,0,0,0,45,0,0,17,0,0,12,9,0,0,0,0,0,4,0,104,0,0,0,32,0,0,0,72,72,0,0,32,17,0,0,23,0,196,184,0,0,143,142,132,71,29,14,0,0,13,0,7,0,0,0,0,17,0,0,0,0,0,0,24,0,0,12,0,10,10,0,0,0,0,0,200,0,0,0,0,0,0,0,0,74,38,12,2912,11,4043,12,3,1,3235,3597,1276,1571,4039,13718,187,Adware,shedun
47045,6468,12276,30420,89372,9356,15318,12438,2879,16,2,6,2,2,9,27,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,20,21,12,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,16,0,6,1988,13,2995,13,4,0,1510,3687,3235,850,3295,12577,188,Adware,dowgin
36001,6972,9536,19152,68456,6984,7032,4309,2722,8,0,6,1,2,5,24,3,12,0,0,0,0,0,109,40,0,0,0,0,0,0,9,0,0,0,0,0,0,5,0,15,111,0,111,4,0,3,3,8,11,0,0,4,5,0,0,23,0,65,130,22,32,38,38,83,367,76,83,2,0,0,0,4,0,0,0,2,0,0,0,5,0,0,0,15,0,0,21,30,3,3,0,0,0,0,4,2,0,0,0,0,0,0,0,0,35,33,15,1846,16,3955,21,5,3,3117,1103,1517,3164,2513,11414,190,Adware,shedun
37905,5400,10960,20304,75684,5412,6862,4948,1913,0,0,3,0,2,3,22,6,11,0,0,0,0,0,121,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,101,202,0,56,0,0,21,22,130,54,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,30,0,0,37,3119,36,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,52,37,0,0,0,0,3,3,2808,5821,1444,2557,1333,13963,187,Adware,shedun
105464,25384,10064,72764,52440,26412,39305,32116,7188,130,7,5,2,4,47,34,12,46,2,0,6,0,0,0,0,14,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,37,0,4,0,0,87,46,6,0,0,8,4,0,4,0,0,0,0,11,0,0,0,0,3,0,2,0,0,0,0,4,2,0,0,0,0,0,22,0,0,0,0,0,0,0,0,20,0,1,1361660,1236,78802,918,3,0,2104,1504,2276,2021,1018,8923,188,Adware,mulad
94283,37020,10792,43548,108900,38508,26579,22105,4473,9,1,7,1,4,36,36,10,42,4,0,1,0,0,0,0,49,0,0,16,0,0,9,8,0,4,0,0,0,10,0,104,0,0,0,32,0,0,0,72,72,0,0,32,16,0,0,9,0,182,175,0,0,3,3,77,51,29,16,4,2,12,0,10,0,0,0,4,18,0,0,2,2,0,0,18,0,0,9,0,14,12,0,0,0,0,0,184,0,0,0,0,0,0,0,0,67,32,9,2038,12,4626,14,5,1,3118,1223,3026,1639,2777,11783,190,Adware,shedun
62289,6028,9912,45076,79584,6040,18031,14062,3968,118,7,6,3,2,17,30,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,736,3,471,4,3,0,3167,869,1967,1519,3213,10735,190,Adware,mobidash
49211,3680,12432,32840,96704,5572,17432,14341,3090,34,2,4,1,2,11,26,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,32,0,0,0,2,0,0,0,0,0,37,36,0,0,0,0,0,0,0,0,36,0,0,0,18,0,24,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,18,0,11,0,0,4260,71,3,1,919,1756,2918,3034,4385,13012,185,Adware,inoco
77123,12988,10596,57044,84536,13656,31596,25521,6074,187,7,8,4,4,41,41,8,33,3,1,5,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,27,1,4,0,0,46,24,0,0,0,0,2,0,0,0,0,0,0,5,0,3,3,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,8,0,1,9012,36,6668,39,4,1,806,2203,1508,2919,2909,10345,190,Adware,mobidash
95446,39416,10796,44084,97080,41096,26761,22157,4603,9,1,7,1,4,32,36,11,44,4,0,1,0,0,0,0,31,0,0,10,0,0,9,8,0,4,0,0,0,10,0,96,0,0,0,28,0,0,0,68,68,0,0,28,10,0,0,9,0,181,173,1,0,26,25,57,41,28,14,2,1,12,0,10,0,0,0,2,11,0,0,2,2,0,0,18,0,0,10,40,20,18,0,0,0,0,0,182,0,0,0,0,0,0,0,0,58,23,9,2038,12,4571,12,5,1,3323,1529,1658,2858,2953,12321,189,Adware,shedun
70794,4184,10688,55132,86000,6504,30402,19915,10486,62,5,8,3,2,13,33,9,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,2,0,2,2,0,2,0,0,2,0,0,0,28,0,0,0,23,0,0,0,2,11,90,32,0,12,24,12,0,24,0,0,0,0,0,0,0,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,13861,98,14314,122,8,2,2053,537,2174,1585,2265,8614,188,Adware,dowgin
55282,2564,11112,43140,79144,4812,20838,16145,4692,26,2,4,2,2,16,29,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,15,0,0,0,7,0,7,7,0,7,0,0,7,0,0,0,0,0,3,6,8,0,3,62,2,11,8,8,0,4,8,4,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,9067,92,16980,110,5,0,1401,1533,1532,555,2329,7350,189,Adware,dowgin
115872,13440,10572,94912,84776,13964,38882,30311,8570,73,2,6,2,4,35,38,10,39,3,1,2,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,27,0,4,0,0,568,285,0,0,0,0,2,0,0,0,0,0,0,2,0,3,3,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,6,0,1,2921948,2741,215997,2027,4,1,6894,1188,1827,1535,2259,13703,188,Adware,mobidash
110455,38780,10508,57972,96456,40984,25646,19031,6614,109,2,5,1,4,37,34,10,40,2,3,0,0,0,0,0,0,0,10,8,0,0,9,0,0,0,0,0,0,2,0,75,0,0,0,6,0,0,0,69,69,3,3,6,0,0,0,3,0,83,89,0,18,0,0,882,484,6,0,0,0,38,19,0,0,0,0,0,16,0,0,29,27,3,0,6,0,0,0,166,10,10,0,0,0,0,0,86,0,0,6,4,0,0,0,0,23,0,3,990985,1336,183768,1251,3,1,2689,1468,871,2866,2082,9976,190,Adware,airpush
214366,27244,9996,176092,77944,29504,43318,32225,11092,64,2,11,5,4,36,41,13,49,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,18,0,234,25,0,21,137,1,100,50,46,96,5,5,69,1,0,4,23,0,27,33,18,8,12,137,858,863,21,46,0,3,10,3,2,6,0,0,0,1,0,0,10,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,93,5,1,15445,167,33911,257,6,1,2381,819,1647,2112,2370,9329,192,Adware,kuguo
105627,41580,10656,51964,110108,43132,27830,23393,4436,67,1,5,1,4,34,32,10,42,2,0,1,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,2,0,24,0,0,0,8,0,0,0,16,16,0,0,41,0,0,0,0,0,52,51,0,0,8,8,154,134,0,0,0,0,0,0,0,0,0,0,0,1,0,9,3,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,19,0,8,15272,32,5902,36,3,0,1952,3175,3263,916,1513,10819,186,Adware,ewind
115411,34140,10756,65780,107596,37468,23788,18863,4924,37,1,4,1,4,27,35,9,36,4,0,1,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,33,0,0,37,37,28,14,31,6,0,0,6,3,3,6,0,0,6,6,0,0,28,0,4,0,6,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,3,29417,134,17252,137,4,0,2944,1630,964,2133,4375,12046,189,Adware,dowgin
84419,15868,10056,33784,119440,16144,20357,16999,3357,13,1,5,1,4,30,33,8,34,3,0,2,0,0,0,0,9,0,9,9,0,0,7,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,2,2,0,0,2,0,0,0,0,0,149,149,8,2,0,0,21,28,0,0,0,9,0,0,0,0,0,0,0,34,0,0,0,0,0,0,14,0,0,0,0,9,9,0,0,0,0,0,140,0,0,0,0,0,0,0,0,26,0,7,71339,52,1908,37,4,0,3324,1450,1520,1521,440,8255,188,Adware,kuguo
43515,4816,12764,29908,84820,4832,13365,10583,2781,8,1,4,1,2,8,26,3,12,0,1,0,0,0,65,26,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,158,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,12,124388,198,18620,231,2,0,2857,2739,1044,1666,4147,12453,186,Adware,mobclick
101899,28892,10656,62944,89328,30760,39141,33179,5961,81,7,6,3,4,48,37,12,45,2,0,7,0,0,0,0,17,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,45,0,2,0,0,67,36,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0,0,0,22,0,0,0,0,0,0,0,0,6,0,1,447810,411,25464,292,3,0,2332,1505,802,2272,2773,9684,188,Adware,mulad
29287,24,11052,26844,51364,28,8007,5803,2203,0,0,4,0,2,4,24,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1844,10,1259,11,4,1,1799,1060,2633,2497,1522,9511,197,Adware,ewind
155450,24720,10556,121900,102564,25512,43905,34621,9283,182,3,12,8,4,51,42,17,56,2,26,11,0,0,0,0,0,0,15,14,0,0,3,0,0,0,0,0,0,2,0,58,0,0,0,2,0,0,0,56,56,1,1,2,0,0,0,1,0,65,67,0,40,0,0,666,360,2,0,0,0,38,19,0,0,0,0,0,17,0,0,43,43,1,0,2,0,0,0,56,15,15,0,0,0,0,0,42,0,0,0,0,0,0,0,0,17,0,1,1602248,2551,526517,2321,3,1,4025,1181,1793,1914,3285,12198,191,Adware,airpush
52294,5816,10692,39920,90524,5836,25035,13309,11725,45,1,4,1,2,27,31,8,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,44,0,0,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,0,1,4666,26,4253,30,3,0,4542,1685,1622,1514,4253,13616,189,Adware,airpush
97592,39280,10748,44084,95180,40960,19471,16535,2935,9,0,7,1,4,36,35,14,45,4,0,1,0,0,0,0,39,0,0,13,0,0,12,10,0,0,0,0,0,5,0,115,0,0,0,33,0,0,0,82,82,0,0,33,13,0,0,20,0,238,240,0,0,187,186,148,88,54,46,24,12,22,0,12,0,0,0,24,25,0,0,0,0,0,0,24,0,0,24,587,198,171,0,0,0,0,0,225,0,0,0,0,0,0,0,0,71,21,12,1644,10,2215,13,4,1,1323,1657,2918,4066,3445,13409,190,Adware,shedun
96629,41052,10760,42908,103096,42672,26647,22034,4612,9,1,7,1,4,33,36,10,42,4,0,1,0,0,0,0,32,0,0,10,0,0,7,6,0,6,0,0,0,13,0,80,0,0,0,23,0,0,0,57,57,0,0,23,10,0,0,7,0,144,137,0,0,0,0,36,33,23,6,0,0,6,0,8,0,0,0,0,10,0,0,3,3,0,0,14,0,0,7,0,7,7,0,0,0,0,0,140,0,0,0,0,0,0,0,0,49,39,7,2600,18,6980,19,3,2,2821,1280,2726,2882,1593,11302,187,Adware,shedun
63442,4448,10328,54172,75296,4984,26669,22594,4074,48,3,5,2,5,31,31,9,36,2,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,0,2,0,0,126,70,1,0,0,0,2,1,0,0,0,0,0,2,0,0,1,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,7,0,1,17975,48,5103,53,3,0,477,2303,1147,1514,1589,7030,187,Adware,airpush
95651,25952,10388,60844,87780,26912,33270,25482,7787,80,2,7,3,5,28,35,10,39,0,5,1,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,25,0,4,0,0,127,87,16,0,0,0,6,3,0,0,0,0,0,10,0,0,7,3,0,0,2,0,0,0,0,0,0,0,0,0,0,2,40,0,0,3,2,0,0,0,0,11,0,1,20553,79,16790,78,3,0,1512,4332,1732,2294,857,10727,186,Adware,airpush
31594,3776,13312,23436,72608,3784,8936,4876,4059,0,0,2,0,2,2,22,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1391,2830,2615,3383,1505,11724,193,Adware,inoco
65510,2696,11216,47464,75372,10276,28768,25398,3369,225,3,6,2,2,14,29,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,2,1,0,0,2,5,15,6,2,2,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,794,6,1194,6,3,1,1542,13694,2199,2456,626,20517,187,Adware,kuguo
47783,7016,12532,31704,90296,7284,17885,14771,3113,9,1,5,1,2,10,28,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,11,0,10,0,0,3300,55,3,1,1504,3416,2620,4389,1033,12962,187,Adware,adflex
104033,28736,9340,57232,86544,28924,53492,48269,5222,6,1,4,1,2,19,30,8,33,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,17,0,44,5,0,5,16,0,30,31,0,32,0,0,45,0,0,0,4,0,36,72,0,0,0,1,143,78,0,0,0,0,24,0,0,0,0,0,0,0,0,0,17,4,0,0,27,0,0,0,2,0,0,0,0,0,0,46,0,5,2,0,0,0,0,0,0,44,0,13,33860,73,13200,83,5,1,1070,1577,4936,3507,2294,13384,188,Adware,mulad
68013,1596,10592,58504,80848,2540,28365,22932,5432,312,19,22,18,2,28,46,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,18,58,0,0,0,2,0,0,0,0,0,39,36,0,0,0,0,0,0,0,0,36,0,0,0,18,0,37,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,18,0,1,0,0,5520,92,3,1,1775,748,2715,2841,5322,13401,188,Adware,inoco
30869,2332,14160,23280,68056,2336,7913,4692,3220,0,0,2,0,2,2,22,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1345,2801,1464,2631,2511,10752,189,Adware,inoco
55982,8484,10768,39224,102144,8508,26898,21043,5854,85,2,7,4,2,15,34,6,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,22,0,0,0,8,0,0,0,14,14,0,0,1,0,0,0,10,0,0,0,2,44,0,0,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,20,9,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,44,0,8,11323,51,7386,80,3,0,1509,5559,5416,1243,2539,16266,191,Adware,airpush
66209,3052,10948,52008,96936,6088,25433,19738,5694,349,4,5,2,2,14,33,6,26,0,0,0,0,0,10,4,0,0,0,0,0,0,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,55,35,22,0,0,0,10,0,1,0,0,0,0,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,1,15444,26,6835,108,3,0,2412,1560,658,1971,2776,9377,185,Adware,kyview
52120,5728,12112,33568,99376,7716,16427,14555,1871,34,2,5,1,2,10,28,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,27,0,0,0,2,0,0,0,0,0,35,34,0,0,0,0,0,0,0,0,34,0,0,0,17,0,21,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,17,0,12,0,0,3660,61,3,1,990,3050,2888,4111,1757,12796,186,Adware,inoco
114020,40088,10556,56068,106952,45256,30484,25163,5320,9,1,7,1,4,35,37,12,48,3,0,1,0,0,0,0,28,0,0,9,0,0,7,6,0,4,0,0,0,10,0,91,0,0,0,27,0,0,0,64,65,0,0,27,9,0,0,7,0,147,145,3,0,81,80,176,108,41,30,10,5,20,0,17,0,0,0,10,14,0,0,2,2,0,0,14,0,0,12,276,101,98,0,0,0,0,0,150,0,0,0,0,0,0,0,0,51,27,7,2038,12,4684,15,5,1,3102,1656,2799,1477,3055,12089,189,Adware,shedun
73028,9828,8788,49364,56156,11516,17072,14222,2849,32,2,6,1,2,15,28,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,3,0,0,0,4,0,2,19,8763,8772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3,1,2170,1420,1396,1516,432,6934,184,Adware,ewind
