Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadData,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertOrThrow,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getNetworkId,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.os.Debug_isDebuggerConnected,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_SMS_android.telephony.SmsManager_sendTextMessage,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccountsByType,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_error,Logcat_warning,Logcat_info,Logcat_debug,Logcat_verbose,Logcat_total,Process_total,Category,Family
79938,21864,10836,49736,92624,22932,31204,25253,5950,44,4,9,4,4,37,44,11,47,3,0,3,0,0,26,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,20,19,5,4,0,0,0,0,12,0,14,5,0,7,0,0,0,0,0,3,0,0,0,5,2,0,0,0,0,0,0,0,0,8,20,0,0,0,6,0,1,0,0,0,0,4,2,101,3488,1946,1295,2649,9479,193,Trojan_Banker,svpeng
63454,4092,10700,52652,96892,4132,21409,13438,7970,61,5,6,3,4,25,34,9,35,2,0,0,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,11,2,4,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,172,0,0,0,0,0,0,0,4,0,0,0,6,0,1,0,0,0,0,7,0,617,2399,1424,125,1470,6035,191,Trojan_Banker,minimob
90272,20264,11076,62152,98308,21100,36884,32356,4527,296,1,5,0,4,24,34,13,66,2,0,0,0,0,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,22,21,26,0,0,0,0,0,27,0,0,0,2,0,0,0,0,0,31,26,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0,1,0,0,0,0,3,1,2757,1564,682,2476,195,7674,193,Trojan_Banker,svpeng
114779,6476,10496,90388,113464,6756,54303,39146,15156,222,4,10,6,4,43,43,13,54,2,2,5,9,3,5,0,1,1,3,0,4,0,1,47,0,6,6,1,0,0,0,46,1,1,1,5,2,38,0,23,23,9,12,0,0,143,82,5,0,5,0,2,0,1,0,0,2,0,28,0,20,11,2,2,0,0,1,1,1,0,0,0,4,22,0,0,0,10,18,1,209774,279,36417,284,6,1,113,3005,1304,3925,1588,9935,196,Trojan_Banker,minimob
75292,20508,10704,47612,91916,21732,31274,25651,5622,50,4,11,4,4,35,48,11,47,3,0,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,20,19,7,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,2,0,0,0,6,2,0,0,0,0,0,0,0,0,12,20,0,0,0,7,0,1,0,0,0,0,4,4,2422,1886,1062,112,623,6105,191,Trojan_Banker,svpeng
31104,3188,12348,23488,65872,3200,8927,4900,4026,0,0,4,0,2,2,23,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,114,2202,1389,2392,3469,9566,195,Trojan_Banker,marcher
42245,3900,12088,30752,96320,3916,14256,11407,2848,11,1,5,1,2,11,28,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,7,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,19,0,0,0,6,0,0,0,0,0,0,0,0,12,0,0,0,13,0,6,0,0,4980,83,2,1,6290,145,527,2579,1681,11222,193,Trojan_Banker,faketoken
78072,18756,10792,51668,96008,19504,33509,26812,6696,60,5,13,6,4,42,51,11,48,3,0,3,0,0,13,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,20,19,8,2,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,3,0,0,0,7,2,0,0,0,0,0,0,0,0,16,20,0,0,0,9,0,1,0,0,0,0,4,4,1527,1884,102,828,2692,7033,194,Trojan_Banker,svpeng
47483,6944,11328,34304,76916,6960,15541,11734,3806,16,1,5,1,2,10,28,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,7,0,0,0,0,2,0,108,492,7717,1860,1920,12097,189,Trojan_Banker,guerrilla
90687,22820,10980,59360,99732,24172,36650,31745,4904,296,1,5,0,4,24,34,13,61,2,0,0,0,0,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,22,21,19,0,0,0,0,0,20,0,0,0,2,0,0,0,0,0,24,19,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0,1,0,0,0,0,3,1,2089,2607,781,1605,178,7260,191,Trojan_Banker,svpeng
36298,4460,12712,25232,85352,4476,13086,9972,3113,4,1,5,1,2,9,26,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,25,0,0,0,0,3,3,2324,1854,93,798,10609,15678,187,Trojan_Banker,marcher
149527,21220,11432,118676,106724,22224,63004,49377,13626,192,3,8,5,4,48,40,11,44,3,3,13,24,8,3,0,19,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,18,0,60,61,8,18,33,33,338,336,10,16,20,7,0,0,0,0,0,1,0,64,0,35,31,19,6,3,0,19,19,0,0,2,0,14,60,0,0,4,19,6,3,344800,506,71431,512,6,0,314,2524,1340,2965,1800,8943,194,Trojan_Banker,minimob
41386,3788,12472,30928,86112,3804,16187,11016,5170,12,1,5,1,2,9,25,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,60,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,37,0,30,0,0,0,0,2,0,4620,11731,990,105,7130,24576,193,Trojan_Banker,guerrilla
35137,3952,12116,25324,87028,3968,13104,10124,2979,4,1,5,1,2,9,27,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,18,0,0,0,0,3,3,7826,1792,92,661,1938,12309,192,Trojan_Banker,marcher
28279,60,12276,23784,69288,68,9098,5099,3998,0,0,4,0,2,2,45,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1866,4022,113,2320,1467,9788,192,Trojan_Banker,marcher
35820,4744,12644,25388,85904,4760,13106,10006,3099,4,1,5,1,2,9,26,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,26,0,0,0,0,2,0,2934,4043,791,2446,108,10322,191,Trojan_Banker,marcher
88032,23256,10952,57064,90968,24424,38763,29515,9247,296,1,5,0,4,25,34,13,60,2,0,0,0,0,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,24,23,19,0,0,0,0,0,20,0,0,0,2,0,0,0,0,0,24,19,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0,1,0,0,0,0,3,1,692,173,1547,2451,2207,7070,191,Trojan_Banker,svpeng
92563,23508,10940,60848,96780,24848,39047,30766,8280,296,1,5,0,4,24,34,14,66,2,0,0,0,0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,24,23,25,0,0,0,0,0,26,0,0,0,2,0,0,0,0,0,30,25,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0,1,0,0,0,0,3,1,1633,745,2417,179,2796,7770,193,Trojan_Banker,svpeng
144849,21588,10652,113952,86956,22216,68788,57965,10822,298,10,13,10,4,54,42,11,47,2,7,19,12,4,5,8,5,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,0,33,33,4,16,11,11,181,104,4,0,5,5,0,0,0,0,0,1,0,49,0,36,29,2,2,1,0,13,13,0,0,0,0,10,40,0,0,0,12,14,1,229677,368,63079,382,5,0,1913,2964,112,3200,1118,9307,196,Trojan_Banker,minimob
30620,1884,12320,23640,76944,1892,8970,4947,4022,0,0,4,0,2,2,31,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1109,3631,1798,2151,115,8804,189,Trojan_Banker,marcher
35744,4860,12500,25348,86440,4876,13105,10112,2992,4,1,5,1,2,9,27,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,23,0,0,0,0,3,3,111,1382,509,1402,7489,10893,193,Trojan_Banker,marcher
36188,4440,12860,25652,85888,4460,13130,10189,2940,8,2,6,2,2,11,27,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,26,0,0,0,0,2,0,2395,2863,98,778,4407,10541,190,Trojan_Banker,marcher
96092,41764,12568,41984,95608,43456,24475,19583,4891,34,2,5,1,4,33,33,8,32,3,0,1,0,0,19,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,133,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,8,0,0,0,0,14,0,0,0,0,0,0,0,0,0,140,0,0,0,22,0,7,0,0,0,0,2,0,2656,717,6144,2390,229,12136,193,Trojan_Banker,faketoken
74940,14016,10884,52696,100292,15196,36214,29318,6895,294,1,5,0,4,18,31,10,39,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,18,17,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0,1,0,0,0,0,3,1,813,186,2446,1647,2833,7925,192,Trojan_Banker,svpeng
46499,3176,11308,37096,85208,3188,9101,5836,3264,16,0,5,1,2,3,25,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,33,33,33,0,33,0,0,33,0,0,0,0,0,0,9,0,0,0,0,0,2,0,4,0,0,2,0,0,0,4,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,40,0,7,0,0,0,0,3,0,1776,1943,165,821,2846,7551,193,Trojan_Banker,faketoken
88852,35456,12536,41304,110920,37088,24447,19219,5227,34,2,5,1,4,31,33,8,34,3,0,1,0,0,34,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,160,152,1,14,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,9,0,0,0,0,16,0,0,0,0,0,0,0,0,0,160,0,0,0,25,0,8,0,0,0,0,3,0,5222,1968,2737,326,586,10839,194,Trojan_Banker,faketoken
45236,7264,11576,31552,75632,7364,15194,11208,3985,28,2,5,1,2,11,26,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,16,0,0,0,0,2,0,6695,114,661,1609,2427,11506,194,Trojan_Banker,zitmo
120516,42004,10524,65420,112472,43836,29631,21250,8380,194,19,7,2,4,38,37,10,40,2,1,0,9,3,0,0,0,0,12,0,0,0,0,3,0,0,0,1,0,0,0,2,0,0,1,0,0,10,0,38,36,5,6,0,0,123,76,0,6,10,6,12,0,0,0,0,6,0,5,2,6,0,0,4,0,532,11,11,0,0,0,0,4,10,0,0,0,11,2,2,21229,59,14163,66,5,1,569,103,1805,2787,5032,10296,192,Trojan_Banker,minimob
93462,39372,12756,41632,106352,41032,24534,19102,5431,34,2,5,1,4,31,34,8,34,4,0,1,0,0,42,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,200,190,1,18,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,11,0,0,0,0,20,0,0,0,0,0,0,0,0,0,200,0,0,0,31,0,10,0,0,0,0,3,0,3206,342,2400,4120,714,10782,193,Trojan_Banker,faketoken
74291,14896,10736,51524,86696,15964,34003,28969,5033,237,1,5,0,4,20,33,10,39,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,18,17,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,31,0,1,0,0,0,0,4,1,773,1595,212,2804,2670,8054,192,Trojan_Banker,svpeng
35301,2932,12572,25500,88344,2944,12083,10081,2001,4,1,5,1,2,9,26,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,26,0,0,0,0,2,3,6846,1335,854,1231,107,10373,190,Trojan_Banker,marcher
