Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Process_android.app.ActivityManager_killBackgroundProcesses,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadData,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_evaluateJavascript,API_WebView_android.webkit.WebView_postUrl,API_WebView_android.webkit.WebView_setWebContentsDebuggingEnabled,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.content.ContextWrapper_deleteDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_deleteDatabase,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertOrThrow,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getBSSID,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getNetworkId,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceSoftwareVersion,API_DeviceInfo_android.os.Debug_isDebuggerConnected,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResources,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_SystemManager_android.content.BroadcastReceiver_abortBroadcast,API_SMS_android.telephony.SmsManager_sendTextMessage,API_SMS_android.telephony.SmsManager_sendMultipartTextMessage,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccountsByType,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.location.Location_getLatitude,API_DeviceData_android.location.Location_getLongitude,API_DeviceData_android.media.AudioRecord_startRecording,API_DeviceData_android.media.MediaRecorder_start,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_verbose,Logcat_info,Logcat_warning,Logcat_error,Logcat_debug,Logcat_total,Process_total,Category,Family
92022,28324,10460,53572,92332,31000,36434,30758,5675,126,6,6,3,4,36,35,12,46,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,5,0,5,0,0,0,3,0,0,0,2,2,0,0,3,0,0,0,0,28,35,0,2,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,10,0,1,80,2,1080,18,4,0,2380,1963,667,2084,1507,8601,191,Trojan,autoins
117698,24720,10760,81700,74304,26304,41517,33094,8423,208,8,8,3,4,38,38,15,59,2,2,4,0,0,0,4,0,0,4,0,0,0,3,0,4,1,0,0,32,0,56,5,0,5,32,0,5,5,19,24,0,0,32,0,0,14,0,25,25,9,4,22,28,70,166,7,2,2,2,0,0,2,1,0,0,0,0,4,0,0,3,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,39,3,1,36021,127,27958,140,4,2,1781,1783,1545,2699,1792,9600,188,Trojan,hyspu
36838,2416,13444,27912,80184,2424,11048,7788,3259,0,0,4,0,2,3,26,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,3,0,1454,2840,3079,2730,1560,11663,188,Trojan,iconosys
121072,47264,9928,56736,75372,51304,32109,24824,7284,14,1,7,1,4,39,38,10,42,4,0,1,0,321,171,17,0,0,0,0,0,0,7,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,147,147,10,0,0,0,13,236,39,2,14,0,0,0,33,0,0,0,0,0,9,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,9,154,0,0,0,0,0,0,0,0,59,0,7,13376,87,22611,174,2,2,1104,3938,2730,1622,5545,14939,189,Trojan,<unknown>
77599,5140,10576,64320,95304,5340,27161,22042,5118,120,2,7,2,5,26,33,20,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,72,4,0,4,2,0,0,0,2,70,7,7,2,0,0,3,5,3,6,8,0,30,30,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,136,88,1,2,0,0,0,0,0,0,4,0,1,3342,28,16984,32,10,1,1514,2928,1957,550,3329,10278,186,Trojan,mytrackp
76728,4452,10572,64704,89560,4560,27845,22214,5630,122,7,7,2,5,33,33,20,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,73,4,0,4,2,0,0,0,2,71,8,8,2,0,0,3,6,3,6,8,0,30,30,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,138,89,1,2,0,0,0,0,0,0,4,0,1,2977,24,16867,39,10,1,1509,2441,1919,1595,593,8057,187,Trojan,mytrackp
75807,4180,10480,63612,85428,4396,24960,21148,3811,101,2,7,2,5,29,32,19,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,71,4,0,4,2,0,0,0,2,69,7,7,2,0,0,3,5,3,6,8,2,30,30,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,134,87,1,2,0,0,0,0,0,0,4,0,1,2977,24,16333,27,10,1,541,3267,1515,2834,1975,10132,186,Trojan,mytrackp
35235,5264,12988,24572,73516,5272,7962,4968,2993,0,0,4,0,2,2,22,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,20,0,0,0,0,3,2,1536,4735,1228,5377,2429,15305,189,Trojan,xinyinhe
118700,44116,9876,59500,88308,48328,32766,26215,6550,28,2,9,2,4,41,39,12,45,3,0,2,0,579,305,21,0,0,0,0,0,0,8,1,139,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,192,216,12,0,0,0,19,371,52,4,16,0,0,0,28,0,0,0,0,0,15,0,0,0,0,12,0,16,16,24,0,0,0,0,0,0,0,0,18,192,0,0,0,0,0,0,0,0,72,0,8,18908,125,32440,237,5,3,4000,4079,1464,3147,1681,14371,191,Trojan,lotoor
115296,45320,9928,53244,82244,49516,29686,24519,5166,14,1,7,1,4,38,38,12,44,4,0,1,0,366,186,15,0,0,0,0,0,0,8,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,168,168,10,0,0,0,14,262,45,2,16,0,0,0,36,0,0,0,0,0,10,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,9,178,0,0,0,0,0,0,0,0,67,0,8,13016,87,22302,177,2,2,2846,3857,1465,1639,5690,15497,189,Trojan,lotoor
97750,17276,10524,67204,82556,21920,50049,42737,7311,229,15,5,2,4,47,43,66,63,2,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,6,0,1,2475,9,895,11,4,0,627,1647,2172,4748,2403,11597,191,Trojan,styricka
54343,2248,10832,41956,90332,4908,28587,23732,4854,73,4,6,2,2,16,32,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,3,0,2219,3103,1617,2655,593,10187,190,Trojan,styricka
119248,26276,11272,80584,96192,28708,30738,25480,5257,178,4,9,6,4,35,113,13,48,3,2,1,0,0,0,6,0,0,1,0,0,0,3,0,1,0,0,0,4,0,100,8,0,8,22,44,15,15,19,34,9,9,65,7,0,0,0,31,39,0,10,0,0,94,51,3,4,0,4,8,0,3,8,0,0,0,2,1,0,0,6,0,0,0,2,0,0,0,0,0,148,0,0,0,0,0,20,0,0,0,0,0,0,0,0,32,6,1,46975310,32038,550084,12805,4,0,2741,641,1540,1870,2115,8907,188,Trojan,gappusin
53560,2940,10764,41292,88680,5228,28638,23566,5071,84,4,6,2,2,19,32,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,3,0,1599,558,2935,2217,2507,9816,189,Trojan,styricka
92219,2768,11000,79308,87312,4548,49040,36390,12649,446,7,15,12,2,21,39,10,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,135,17,0,17,33,66,21,21,15,36,17,17,98,25,0,0,0,15,30,0,16,2,2,14,13,4,4,0,3,6,0,3,6,0,0,2,2,0,0,0,186,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2,1,269581,929,101042,999,4,0,2986,1652,4582,2723,721,12664,191,Trojan,gappusin
75431,4872,10628,62540,98132,5008,27477,21671,5805,120,4,7,2,5,25,33,19,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,70,4,0,4,2,0,0,0,2,68,7,7,2,0,0,3,5,3,6,8,0,30,30,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,132,86,1,2,0,0,0,0,0,0,4,0,1,2612,20,16048,29,10,1,3032,594,1671,3668,1511,10476,187,Trojan,mytrackp
76139,5140,10612,61808,98716,5280,27024,21001,6022,81,2,7,2,5,26,33,19,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,69,4,0,4,2,0,0,0,2,67,7,7,2,0,0,3,5,3,6,8,0,30,30,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,130,85,1,2,0,0,0,0,0,0,4,0,1,2612,20,16080,29,9,1,487,1726,3612,2961,1515,10301,187,Trojan,mytrackp
113369,18992,8248,58284,130148,25660,41850,36334,5515,303,6,8,4,4,48,40,20,79,2,0,1,0,30,19,1,0,0,1,0,0,0,2,1,0,4,0,0,33,0,89,10,0,22,14,0,55,55,20,75,6,6,26,17,0,16,0,44,54,6,8,9,6,76,74,73,10,0,0,8,0,40,3,0,0,0,0,2,0,0,2,2,0,0,10,3,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,26,0,2,17203,187,42696,207,4,2,716,2583,2454,5193,1519,12465,187,Trojan,gappusin
81342,4348,10432,67548,100876,4600,29501,22315,7185,91,2,8,2,5,25,33,23,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,80,5,0,5,2,0,0,0,2,78,11,11,2,0,0,5,8,3,6,8,0,30,30,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,152,96,2,4,0,0,0,0,0,0,4,0,1,2977,24,16387,27,10,1,561,1509,3311,1935,2900,10216,188,Trojan,mytrackp
47711,4652,10912,35984,84836,4664,22506,19718,2787,31,3,7,3,2,12,28,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,6,534,4,453,5,4,0,988,4031,2750,1514,4396,13679,187,Trojan,smsagent
38301,3736,12852,28444,77956,3748,8983,5219,3763,0,0,5,1,2,2,24,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,616,956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,42,1,1,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,21,0,21,0,0,0,0,3,0,1173,2485,3057,1517,4863,13095,190,Trojan,gappusin
122045,39472,10588,63648,100448,45532,46666,39362,7303,276,12,6,3,4,54,44,66,65,2,0,8,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,12,0,2,11354,32,2869,37,4,0,4212,4595,1707,2745,807,14066,192,Trojan,styricka
80697,4612,10472,67772,94208,4892,29326,21836,7489,89,2,7,2,5,30,33,19,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,76,4,0,4,2,0,0,0,2,74,8,8,2,0,0,3,6,3,6,8,0,30,30,7,7,6,0,8,4,0,0,0,0,0,0,0,8,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,144,92,1,2,0,0,0,0,0,0,4,0,1,4252,40,19370,46,10,1,1504,633,3217,2828,1998,10180,187,Trojan,<unknown>
46268,3980,10892,35060,93556,3996,21442,18866,2575,12,2,5,2,2,11,28,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,16,0,0,0,0,3,0,1656,5677,1059,5929,3273,17594,187,Trojan,styricka
43574,5808,12336,28744,82428,5824,11156,7265,3890,35,3,5,1,2,9,28,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,4,23797,25,1479,26,4,0,1631,2271,679,2662,2290,9533,188,Trojan,<unknown>
37531,116,10712,30724,92668,124,16679,14048,2630,109,5,5,2,2,18,26,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3,0,596,1509,2513,2504,2369,9491,187,Trojan,styricka
108532,41660,10724,51784,99296,43748,37227,32705,4521,39,3,7,3,4,40,40,27,51,3,0,1,0,0,0,4,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,72,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,19,0,4,0,0,0,0,3,0,2665,3464,1635,4947,919,13630,192,Trojan,styricka
53995,7140,10952,37772,93076,7268,16090,10963,5126,89,1,4,1,2,13,31,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,24,0,0,10,2,0,4,4,19,23,0,0,2,0,0,0,0,1,2,4,2,12,12,20,10,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,0,2,25168,40,3567,56,5,0,2550,1585,733,2602,1865,9335,185,Trojan,<unknown>
90444,7984,10468,71604,105964,9068,33611,26468,7142,83,2,8,2,5,30,34,22,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,79,5,0,5,2,0,0,0,2,77,11,11,2,0,0,5,8,3,6,8,0,30,30,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,150,95,2,4,0,0,0,0,0,0,4,0,1,2612,20,15752,22,10,1,2827,1522,3445,1958,543,10295,188,Trojan,mytrackp
41735,3948,11004,30876,79436,3964,11235,6764,4470,13,1,5,1,2,8,31,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,28,0,0,0,14,0,0,0,14,14,0,0,14,0,0,10,0,0,0,11,20,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1584,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,5,9,0,0,0,0,4,1,2683,1648,4883,3398,1742,14354,190,Trojan,ginmaster
94493,14656,10400,66796,95752,18996,47984,42630,5353,234,12,5,2,4,55,42,65,59,2,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,6,0,1,2464,9,896,11,4,0,2516,4369,1615,600,1825,10925,189,Trojan,styricka
124830,15328,10528,95200,86584,19112,54533,48295,6237,165,7,16,12,4,27,44,20,74,0,0,8,0,0,0,16,0,0,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,54,59,3,18,0,0,23,27,3,6,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,15,3,1,7743839,5725,233563,3751,4,1,2037,754,2654,1840,2969,10254,188,Trojan,gappusin
46743,4780,11232,33128,89660,4792,18140,13353,4786,150,5,5,2,2,10,30,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,3,95579,105,7090,111,4,0,2795,2578,3158,668,1671,10870,189,Trojan,smsagent
31982,3320,9524,17832,72704,3332,7280,4918,2361,0,0,2,0,2,2,25,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,3,0,4556,1593,3151,1559,2730,13589,189,Trojan,systemmonitor
120566,35732,11316,68152,89296,40392,61530,36206,25323,109,4,8,5,5,39,39,13,46,3,0,3,0,0,0,3,0,3,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,0,6,0,0,12,12,1,2,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,3,3,0,0,2,0,0,0,0,60,0,0,0,0,0,0,0,0,8,3,1,7508,68,14367,97,3,0,1932,1600,2333,655,3273,9793,190,Trojan,gappusin
68507,1612,10592,59004,93176,1976,36580,29692,6887,223,11,10,7,2,32,108,14,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,8,0,0,9,8,15,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,228453520,156169,2847552,71000,4,0,1523,3372,797,2163,2945,10800,187,Trojan,gappusin
52962,2988,10660,41092,93188,4584,25957,21958,3998,93,7,5,2,2,25,34,22,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,1,418,3,448,4,4,0,1683,2872,730,4429,1855,11569,189,Trojan,styricka
67335,4148,10688,54024,81740,6408,21959,16837,5121,133,10,6,3,2,16,38,6,24,0,0,0,0,73,27,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,24,0,0,0,8,0,0,0,16,16,0,0,8,0,0,0,0,0,0,0,0,50,50,51,49,64,50,0,0,4,0,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,2128,12,4577,14,4,0,3053,2966,1518,3238,629,11404,186,Trojan,autoins
67775,3000,10988,49268,89328,11032,24264,18751,5512,213,9,10,6,2,26,34,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,9,18,0,8,0,0,10,32,1,2,0,0,2,1,0,0,0,0,1,2,1,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,1,49778,55,4002,47,3,1,707,1574,5759,2066,2743,12849,189,Trojan,wkload
118674,41332,9848,58768,88688,45508,30236,24534,5701,14,1,8,1,4,39,37,12,45,3,0,1,0,372,188,16,0,0,0,0,0,0,8,0,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,208,248,22,0,0,0,14,239,41,4,16,0,0,0,27,0,0,0,0,0,10,0,0,0,0,5,0,16,16,12,0,0,0,0,0,0,0,0,18,192,0,0,0,0,0,0,0,0,68,0,8,12972,86,24864,210,4,3,1428,3833,4034,1669,3037,14001,188,Trojan,lotoor
50214,5640,10820,34272,94016,6724,16527,14135,2391,26,3,11,5,2,16,34,7,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,6,8,22,0,0,10,5,17,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,22,0,3,80,2,5580,93,4,2,2121,1588,4403,831,4679,13622,190,Trojan,smsagent
54113,7136,10812,39044,93468,7148,26743,22308,4434,25,2,6,2,3,13,29,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,6,534,4,453,5,4,0,2072,1511,3868,3336,998,11785,190,Trojan,smsagent
