Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Process_android.app.ActivityManager_killBackgroundProcesses,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadData,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_evaluateJavascript,API_WebView_android.webkit.WebView_setWebContentsDebuggingEnabled,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.content.ContextWrapper_databaseList,API_Database_android.content.ContextWrapper_deleteDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_deleteDatabase,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertOrThrow,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_sendStickyBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getBSSID,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getNetworkId,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceSoftwareVersion,API_DeviceInfo_android.os.Debug_isDebuggerConnected,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResources,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexFile_loadDex,API_DexClassLoader_dalvik.system.DexFile_loadClass,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_SMS_android.telephony.SmsManager_sendTextMessage,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccountsByType,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.location.Location_getLatitude,API_DeviceData_android.location.Location_getLongitude,API_DeviceData_android.media.AudioRecord_startRecording,API_DeviceData_android.media.MediaRecorder_start,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_debug,Logcat_info,Logcat_warning,Logcat_error,Logcat_verbose,Logcat_total,Process_total,Category,Family
130926,32236,10748,88700,102668,33680,39674,31078,8595,142,1,6,3,4,38,38,10,40,3,0,5,0,0,0,17,0,0,7,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,35,0,4,0,0,362,212,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,27,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,5,0,1,533209,795,96950,810,2,0,127,1987,1627,1212,3241,8194,194,Adware,inmobi
48556,4792,11900,33404,96824,6720,17416,14147,3268,34,2,4,1,2,11,25,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,25,0,0,0,2,0,0,0,0,0,34,34,0,0,0,0,0,0,0,0,0,34,0,0,0,17,0,19,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,17,0,13,0,0,3240,54,2,1,2142,403,207,1976,4076,8804,192,Adware,inoco
84021,32304,10704,40636,99708,33800,20359,16008,4350,18,2,7,2,4,36,35,12,37,3,0,2,0,0,0,55,0,0,19,0,0,15,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,14,0,254,253,0,0,0,0,22,20,27,30,30,14,4,0,6,0,0,0,0,30,37,0,0,2,1,0,0,30,0,0,16,0,30,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,52,0,16,1318,13,3924,15,3,0,2557,195,1157,3099,3226,10234,194,Adware,shedun
129680,11824,10576,107872,92352,11952,63143,40381,22761,178,5,10,4,6,45,46,19,77,4,5,1,0,0,0,1,0,0,1,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,49,74,0,0,51,51,211,549,0,0,0,10,10,5,0,0,0,0,0,0,10,0,0,6,1,4,0,2,0,0,2,190,34,34,0,0,0,0,28,0,0,0,0,0,0,0,0,0,8,0,1,136672,145,11167,142,2,2,639,2389,1924,3831,115,8898,194,Adware,airpush
53345,5204,11912,36640,100584,7616,20247,15889,4357,164,8,6,2,2,12,30,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,30,0,0,0,2,0,0,0,0,0,38,36,0,0,0,0,0,0,0,0,0,36,0,0,0,18,0,22,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,18,0,8,0,0,4680,78,2,2,368,4287,1223,2417,3328,11623,194,Adware,inoco
82254,15708,8352,45744,89768,18740,29959,24257,5701,219,3,8,3,4,37,39,16,66,2,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,38,0,0,0,5,0,0,0,33,33,0,0,5,0,0,4,3,0,18,17,2,6,6,0,26,26,42,0,0,0,0,0,24,0,0,0,0,0,4,0,0,41,15,52,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12,0,1,33652,143,37639,376,3,2,587,2473,1905,4195,109,9269,196,Adware,ewind
100128,43200,10824,43960,102168,44940,26879,22200,4678,18,2,8,2,4,36,36,10,42,3,0,2,0,0,0,27,0,0,9,0,0,6,6,0,4,0,0,0,49,0,111,0,0,0,32,0,0,0,80,81,0,0,28,9,0,0,8,0,128,124,2,0,27,27,80,52,27,18,4,2,12,0,10,0,0,0,0,4,11,0,0,4,4,0,0,12,0,0,9,6330,497,496,0,0,0,0,0,128,0,0,0,0,0,0,0,0,54,28,6,0,0,0,0,4,2,3318,220,1320,2227,2157,9242,191,Adware,shedun
101322,22884,8200,51588,121444,23940,36774,30515,6258,148,4,9,5,4,37,40,14,59,2,10,1,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,20,0,0,0,7,0,11,11,2,13,0,0,7,8,0,3,22,0,38,36,14,10,24,4,218,192,24,8,0,0,36,21,6,6,0,0,2,0,10,6,0,22,2,6,0,5,0,0,2,108,0,0,0,0,0,0,8,20,0,0,12,12,0,0,0,0,34,6,2,23916,226,60008,242,5,2,134,1968,2527,4020,726,9375,195,Adware,dowgin
28470,2648,12780,21360,70492,2652,7817,4600,3216,0,0,2,0,2,2,21,1,6,0,0,0,0,0,0,0,9,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,21,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,380,0,0,0,0,0,0,0,0,59,0,19,0,0,0,0,3,0,4178,101,6403,3341,779,14802,193,Adware,ewind
164003,28492,10872,125932,78084,29592,48888,36473,12414,129,1,5,2,4,41,38,10,42,4,0,4,0,0,0,13,0,0,6,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,49,0,2,0,0,806,427,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,20,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,4,0,1,8421658,7049,339564,4354,3,0,1653,2190,608,105,1163,5719,189,Adware,inmobi
144506,23720,10888,112228,94276,24888,40980,32291,8688,51,1,4,1,4,40,37,13,48,4,0,1,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,2,4,0,0,768,384,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,6,0,1,6477564,5602,313102,3871,2,0,110,2075,1644,1364,2896,8089,195,Adware,airpush
95168,36388,10800,47832,106000,38200,19584,16258,3325,9,0,7,1,4,35,36,14,43,4,0,1,0,0,0,48,0,0,18,0,0,13,11,0,0,0,0,0,0,0,103,0,0,0,30,0,0,0,73,73,0,0,29,18,0,0,25,0,216,204,0,0,143,143,121,64,23,8,0,0,8,0,4,0,0,0,0,0,18,0,0,0,0,0,0,26,0,0,13,0,8,8,0,0,0,0,0,240,0,0,0,0,0,0,0,0,74,25,13,84,2,140,3,2,1,3245,3043,3075,198,1022,10583,195,Adware,shedun
52729,6112,10832,39540,100584,6128,26850,16060,10789,154,4,9,6,2,37,36,7,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,1,1161,5,498,6,2,0,1927,1913,106,4072,4179,12197,194,Adware,airpush
49267,5336,12872,36144,98948,5384,14324,12530,1793,10,1,4,1,2,11,26,5,21,0,0,0,0,6,2,0,0,0,0,0,0,12,18,27,6,0,0,0,3,0,45,0,0,0,6,0,2,2,37,39,0,0,6,1,0,0,5,0,9,18,9,10,21,21,67,101,18,12,0,0,4,0,14,0,0,0,6,0,6,0,0,49,0,3,0,0,0,0,0,14,20,10,0,0,0,0,0,4,0,0,4,0,0,0,0,0,23,0,4,6561,74,20312,168,4,1,2173,554,130,1248,1896,6001,189,Adware,appad
69274,13932,8648,35540,93764,16848,17918,13546,4371,58,3,7,3,3,29,31,7,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,8,0,47,48,0,50,0,0,8,0,0,0,14,0,48,96,2,20,0,0,9,440,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,6926,82,10542,100,4,1,1055,3112,2593,149,3597,10506,190,Adware,dowgin
105425,33652,10620,62384,99872,35420,37043,26601,10441,122,1,9,6,4,38,42,15,58,2,0,3,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,34,37,2,22,0,0,108,54,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,2,0,0,0,4,6,6,0,0,0,0,0,60,0,0,0,0,0,0,0,0,16,0,1,1132784,890,35900,582,2,0,2239,1421,763,106,1131,5660,194,Adware,airpush
83398,19712,10676,56560,93960,20508,33851,26785,7065,33,1,5,2,4,34,38,13,52,4,0,1,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,8,0,0,104,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,7,0,1,282535,544,115973,519,2,0,2767,2452,104,1999,1259,8581,193,Adware,airpush
45373,2704,11956,32764,100744,4192,17432,14348,3083,34,2,4,1,2,11,26,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,28,0,0,0,2,0,0,0,0,0,36,36,0,0,0,0,0,0,0,0,0,36,0,0,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,18,0,12,0,0,3720,62,2,1,769,350,4009,3147,2607,10882,192,Adware,inoco
38895,8076,10812,20492,75256,8208,7462,4836,2625,8,0,6,1,2,5,25,3,14,0,0,0,0,156,53,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,12,0,0,0,4,0,3,3,5,8,0,0,4,9,0,0,26,0,102,206,17,50,0,0,64,118,104,104,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,25,0,0,29,50,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,54,50,25,1110,12,5569,14,4,2,2962,868,2812,109,2060,8811,190,Adware,shedun
87976,7728,10772,68736,101040,7816,30922,23839,7082,35,1,6,2,6,36,40,14,55,5,0,1,0,0,0,1,0,0,1,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,34,44,3,0,51,51,61,146,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,114,11,11,0,0,0,0,14,0,0,0,0,0,0,0,0,0,10,0,1,118045,94,4583,78,2,1,2321,745,3404,157,2057,8684,196,Adware,adflex
97501,10872,10412,75516,101760,10948,38392,29832,8559,226,18,7,3,6,60,47,29,62,3,3,1,0,0,0,3,0,0,2,3,0,3,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,37,48,0,2,51,51,122,224,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,28,3,2,0,2,0,0,1,118,12,12,0,0,0,0,14,8,0,0,0,0,0,0,0,0,8,0,1,155521,187,15669,160,4,0,3959,1993,1155,138,2855,10100,194,Adware,kyview
49721,4624,10768,34796,100816,6596,17860,14386,3473,66,3,8,3,2,11,30,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,18,0,24,18,215,28,28,22,0,0,0,14,0,11,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,9,136,146,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,9,8840,221,16980,283,3,1,1008,98,3189,4788,2993,12076,193,Adware,shedun
143419,1336,10620,135104,84124,3040,30334,23343,6990,502,5,7,3,3,18,35,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,2,3,0,2,2,2,4,0,0,3,2,0,0,49,0,8,16,7,2,1037,611,13,13,25,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,5001,60,9147,77,3,1,2358,3332,2284,110,685,8769,196,Adware,feiwo
104500,36368,10680,55612,104972,40100,33395,25618,7776,11,1,6,2,4,32,39,12,43,4,0,0,0,0,0,0,0,0,0,0,0,9,10,10,0,0,0,0,1,0,4,0,0,0,2,0,2,2,0,2,0,0,2,0,0,0,39,0,121,123,18,22,0,0,18,18,47,108,0,27,54,27,0,54,0,0,0,0,11,0,0,15,0,98,0,18,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,21,9,34276,314,54731,398,8,2,2062,760,334,4402,3757,11315,193,Adware,dowgin
47979,3468,12940,33352,98748,5420,17405,14105,3299,34,2,4,1,2,11,25,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,34,0,0,0,2,0,0,0,0,0,48,48,0,0,0,0,0,0,0,0,0,48,0,0,0,24,0,27,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,24,0,12,0,0,5040,84,2,1,734,2909,4013,2953,385,10994,192,Adware,inoco
92087,22280,10896,61676,88208,23548,32350,25481,6868,80,3,6,3,4,36,38,10,42,3,0,3,0,0,0,10,0,0,10,0,0,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,0,10,0,0,26,5193,18,4,0,2,2,0,7,0,0,0,0,0,4,0,0,6,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,9,0,1,3371,43,13225,133,2,0,2529,684,1527,189,1745,6674,192,Adware,adwo
51432,3044,10808,37908,94708,7200,22928,17624,5303,204,6,7,4,2,19,31,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,3,21,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,2,0,2320,1058,111,1476,568,5533,190,Adware,adwo
30427,2352,13404,23280,75440,2356,7913,4741,3171,0,0,2,0,2,2,22,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4053,2753,113,2857,1427,11203,192,Adware,inoco
113592,34952,10748,62536,125956,35412,34862,28141,6720,9,1,5,1,5,40,32,11,47,2,0,1,0,0,0,6,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,120,0,0,153,153,37,62,0,0,0,4,0,0,0,0,0,0,0,0,4,0,3,3,3,0,0,6,0,0,3,478,8,8,0,0,0,0,32,80,0,0,0,0,0,0,0,0,16,0,3,2789,11,1286,14,2,0,1924,3131,2299,122,896,8372,191,Adware,airpush
55269,6276,10628,41824,93952,6292,25376,20393,4982,328,4,11,8,2,36,38,7,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,1178,5,776,13,2,0,1688,2561,1352,117,1612,7330,193,Adware,airpush
147094,28652,10808,109208,98372,30068,54746,47381,7364,61,1,5,2,4,33,36,9,38,3,0,1,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,6,0,0,660,331,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,7,0,1,1178921,1609,182685,1582,3,0,2004,2722,110,1653,1097,7586,192,Adware,airpush
115084,11688,10760,97304,84176,12228,40303,33121,7181,224,6,9,6,4,62,39,10,42,3,0,30,0,0,0,0,0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,67,0,12,0,0,480,240,0,0,0,12,24,0,0,0,0,0,0,0,42,0,0,0,0,0,0,2,0,0,0,0,54,54,0,0,0,0,0,20,0,0,0,0,0,0,0,0,8,0,1,13536,172,29376,211,2,0,119,3333,1144,2335,2559,9490,192,Adware,stopsms
115099,19644,10772,87652,88024,20852,39668,30590,9077,139,1,5,2,4,42,37,10,40,3,0,5,0,0,0,17,0,0,9,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,52,0,2,0,0,386,224,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,24,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,7,0,2,572522,845,153682,843,3,0,3006,1385,1688,1069,111,7259,192,Adware,inmobi
41719,4492,11016,30252,93040,4548,18445,14655,3789,26,2,7,2,2,11,27,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,16,0,0,0,0,2,0,8091,2122,112,800,3677,14802,191,Adware,shedun
96049,39320,10808,44700,105700,41032,27545,22672,4872,18,2,8,2,4,34,35,10,42,3,0,2,0,0,0,31,0,0,10,0,0,7,7,0,4,0,0,0,49,0,132,0,0,0,37,0,0,0,95,95,0,0,33,10,0,0,12,0,153,151,2,0,69,69,153,96,38,30,10,5,20,0,17,0,0,0,0,10,15,0,0,2,2,0,0,14,0,0,13,6452,535,534,0,0,0,0,0,150,0,0,0,0,0,0,0,0,61,30,7,1241,13,6200,14,4,2,1203,2605,2866,239,2964,9877,193,Adware,shedun
109516,40612,10692,56824,108136,42904,23725,19150,4574,31,2,5,2,4,32,36,9,38,3,2,2,0,0,0,0,0,10,10,0,0,21,0,0,0,0,0,0,0,0,39,0,0,0,23,0,0,0,16,16,0,0,23,0,0,0,0,0,167,183,0,6,0,0,452,274,71,0,44,0,216,108,0,0,0,0,0,0,69,0,0,0,0,16,0,14,0,0,0,0,10,10,0,0,0,0,0,160,0,0,22,0,0,0,0,0,50,0,7,64302,270,57506,309,3,0,1356,2127,7670,3118,372,14643,192,Adware,airpush
86477,7748,11224,72920,70136,7828,16941,9958,6982,0,0,5,1,2,2,26,2,12,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,36,3,0,3,4,0,23,23,9,32,321,2712,4,1,0,0,29,0,24,48,0,0,19,19,3,3,21,72,0,0,40,0,0,0,0,0,0,40,0,0,0,7,6,1,0,0,0,0,17,84,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,11,5,4,24567816,17096,216998,5256,3,3,2438,3209,2467,118,664,8896,189,Adware,kuguo
54163,6032,10732,41100,96872,6048,24851,18624,6226,409,2,9,6,2,18,38,7,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,14,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,3105,18,2914,36,2,0,1793,1468,3015,113,1606,7995,197,Adware,airpush
29841,5780,10388,17012,68928,5784,5350,3680,1669,0,0,2,0,2,2,21,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,2,0,2633,3308,1589,4644,112,12286,191,Adware,adwo
47380,2892,13076,34016,101472,4840,17698,15067,2630,68,4,5,2,2,11,27,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,21,0,0,0,2,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,26,0,0,0,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,13,0,9,0,0,2820,47,2,2,707,3010,4655,2787,283,11442,190,Adware,inoco
47166,4124,12156,33424,98132,5676,17415,14197,3217,34,2,4,1,2,11,25,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,31,0,0,0,2,0,0,0,0,0,42,42,0,0,0,0,0,0,0,0,0,42,0,0,0,21,0,24,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,21,0,13,0,0,4380,73,2,1,981,4434,380,3499,2375,11669,192,Adware,inoco
96407,41852,10764,42816,101080,43624,26676,22158,4517,9,1,7,1,4,33,36,10,42,4,0,1,0,0,0,27,0,0,9,0,0,8,8,0,4,0,0,0,49,0,124,0,0,0,35,0,0,0,89,89,0,0,31,9,0,0,10,0,167,160,2,0,14,14,53,38,26,14,2,1,8,0,9,0,0,0,0,2,10,0,0,4,4,0,0,16,0,0,10,6127,466,466,0,0,0,0,0,162,0,0,0,0,0,0,0,0,60,24,8,502897,386,14751,214,4,2,121,1313,575,2168,1212,5389,192,Adware,shedun
