Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Process_android.app.ActivityManager_killBackgroundProcesses,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadData,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_evaluateJavascript,API_WebView_android.webkit.WebView_setWebContentsDebuggingEnabled,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertOrThrow,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getBSSID,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getNetworkId,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceSoftwareVersion,API_DeviceInfo_android.os.Debug_isDebuggerConnected,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResources,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_SMS_android.telephony.SmsManager_sendTextMessage,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccountsByType,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.location.Location_getLatitude,API_DeviceData_android.location.Location_getLongitude,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_error,Logcat_verbose,Logcat_warning,Logcat_debug,Logcat_info,Logcat_total,Process_total,Category,Family
43535,6976,10716,24960,73568,6988,7293,4321,2971,8,0,6,1,2,5,24,2,10,0,0,0,0,137,46,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,1,1,0,1,0,0,1,2,0,23,0,92,184,6,44,0,0,49,183,92,96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,24,2675,1,1,0,0,0,0,0,0,0,0,0,0,0,0,46,44,22,0,0,0,0,3,3,3005,106,2838,987,4876,11812,190,Riskware,skymobi
107411,23344,10660,75128,99536,24412,38638,32308,6329,249,1,6,1,4,38,41,14,53,2,0,2,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,6,6,0,6,1,0,0,0,5,5,0,0,1,0,0,6,0,23,23,6,2,0,0,251,129,10,12,2,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,24,0,0,0,0,0,0,5,0,1,1015723,1023,91902,858,3,2,121,3952,578,1587,1049,7287,192,Riskware,smsreg
45843,11744,10784,24984,69936,11760,7536,4467,3068,8,0,6,1,2,5,24,2,10,0,0,0,0,141,47,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,3,0,3,3,0,3,0,0,3,1,0,27,0,96,192,19,46,0,0,25,25,95,102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,24,2639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,46,23,0,0,0,0,3,3,3345,104,2978,5665,1141,13233,192,Riskware,skymobi
96291,35208,10676,47228,108540,37176,21086,16849,4236,28,1,4,1,4,28,33,9,38,4,0,0,0,135,45,0,0,0,0,0,0,15,13,0,0,0,0,141,0,0,0,43,0,0,0,98,98,0,0,43,0,0,0,0,166,151,0,0,389,387,264,163,127,110,0,0,50,0,10,0,0,0,0,0,15,0,0,17,0,0,0,30,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,90,0,15,0,0,16680,278,2,0,968,442,4253,2802,3451,11916,190,Riskware,smsreg
90027,33184,10688,47084,105216,34636,13551,10449,3101,28,0,4,1,4,25,33,13,37,4,0,0,0,153,51,0,0,0,0,0,0,17,16,0,0,0,0,179,0,0,0,58,0,0,0,121,122,0,0,57,21,0,0,0,195,195,18,0,534,554,354,214,181,184,44,0,72,0,19,0,0,0,0,0,17,0,0,63,21,0,0,56,0,40,77,76,0,0,0,0,0,0,0,0,0,0,0,0,114,21,18,6508,77,24038,332,2,0,531,2866,3064,2957,909,10327,193,Riskware,smsreg
136871,35944,10580,89592,114880,37772,45511,37629,7881,340,7,17,14,4,48,47,12,51,2,0,10,0,0,0,0,0,10,10,0,0,1,0,0,0,0,0,44,0,0,0,22,0,0,0,22,22,0,0,22,0,0,0,0,32,31,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,2,0,0,10,10,0,0,0,0,0,224,0,0,0,0,0,0,87,0,1,3990,50,4830,50,2,0,3116,1662,1095,3114,141,9128,194,Riskware,deng
94693,37840,10840,45264,108572,39484,29177,24792,4384,42,3,4,1,4,28,34,10,42,2,0,1,0,0,0,4,0,0,4,0,0,4,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,90,0,8,0,0,13,13,13,8,0,0,6,0,3,0,0,0,0,0,4,0,4,12,0,0,0,8,0,4,0,0,0,0,0,0,0,80,0,0,0,0,0,0,16,0,4,7552,35,7763,63,3,0,3036,2677,2074,885,128,8800,194,Riskware,smsreg
92023,9216,17572,72656,89092,9620,52196,44297,7898,236,6,9,6,5,56,38,11,39,3,0,11,0,0,0,14,0,4,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,1,1,0,1,0,0,1,0,0,3,0,35,35,0,12,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,1,0,0,2,0,0,4,4,0,0,0,0,0,20,0,0,0,0,0,0,11,0,1,320900,248,11878,184,2,0,157,1437,2271,701,1253,5819,196,Riskware,revmob
102418,35792,10568,51904,109536,40084,19869,17726,2142,28,0,5,1,4,27,32,14,44,3,0,0,0,162,54,0,0,0,0,0,0,18,16,0,2,0,3,196,0,0,0,67,0,0,0,129,130,0,0,67,19,0,4,0,208,206,22,0,512,530,356,218,186,182,38,0,72,0,20,0,0,0,0,0,18,0,0,60,31,0,0,56,0,38,75,75,0,0,0,0,0,0,0,0,0,0,0,0,124,19,19,68104,184,50165,597,3,1,496,3630,4222,1099,2920,12367,191,Riskware,smsreg
43606,10204,10740,25248,70428,10216,7475,4359,3115,8,0,6,1,2,5,24,2,10,0,0,0,0,135,46,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,1,1,0,1,0,0,1,2,0,22,0,92,184,6,48,0,0,51,190,91,96,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,22,24,2682,1,1,0,0,0,0,4,2,0,0,0,0,0,0,47,46,22,571,4,1280,5,3,2,3020,4823,106,2912,1132,11993,191,Riskware,skymobi
45686,7124,10916,29820,97208,9048,15306,12605,2700,2,0,1,0,2,8,29,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,3,3,0,0,3,14,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2512,21,2985,27,4,0,124,1313,1431,1057,2673,6598,194,Riskware,smspay
67982,4284,11024,51980,99832,8288,23368,17759,5608,176,4,5,2,2,15,32,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,156,36,36,23,16,0,0,4,0,6,0,0,0,0,0,0,0,0,11,0,0,0,0,0,28,30,30,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,1124,12,3444,12,3,0,2264,1226,1276,179,650,5595,192,Riskware,smspay
39357,9528,10772,21900,70832,9540,8924,5114,3809,0,0,3,0,2,3,22,2,7,0,0,0,0,144,48,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24,0,100,200,2,50,0,0,52,192,105,103,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,25,27,2991,1,1,0,0,0,0,4,2,0,0,0,0,0,0,49,50,25,124,3,1236,4,3,3,2361,891,118,3058,6254,12682,193,Riskware,skymobi
14482,3708,10640,3252,59624,3716,6650,4746,1903,0,0,3,0,2,4,23,3,14,0,0,0,0,147,49,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,3,0,3,3,0,3,0,0,3,5,0,27,0,99,198,19,46,35,35,39,179,102,105,2,0,0,0,2,0,0,0,0,2,0,0,0,2,2,1,0,23,27,3218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,47,23,1161,8,2752,10,3,3,2219,5086,988,109,3110,11512,193,Riskware,skymobi
62813,4452,10972,47800,97224,7272,23067,15947,7119,164,6,5,2,2,12,34,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,171,62,62,15,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,11500,81,11067,118,3,0,641,3607,1886,307,2531,8972,192,Riskware,smspay
91862,21664,14708,60024,93644,22832,29308,23140,6167,182,6,9,6,4,30,36,9,36,2,0,6,0,0,0,9,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,29,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,36,0,0,0,2,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,11,0,1,15924,147,29352,290,2,0,2074,839,3274,3031,282,9500,193,Riskware,smsreg
41441,6152,10856,25648,76588,6164,10172,5807,4364,8,0,7,1,2,5,26,3,12,0,0,0,0,170,57,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,0,1,0,0,1,1,0,29,0,115,230,7,58,0,0,30,31,123,114,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,29,3063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,56,28,0,0,0,0,3,3,112,3519,3605,2961,1417,11614,188,Riskware,skymobi
112542,21016,16684,75932,92276,21408,38152,27793,10358,101,5,6,2,5,45,36,14,58,3,0,3,0,0,0,5,0,0,1,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,62,0,4,51,51,67,442,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,120,18,18,0,0,0,0,20,20,0,0,0,0,0,0,12,0,1,120046,101,4301,75,2,0,1156,5613,1676,115,1918,10478,193,Riskware,revmob
98275,32620,10588,51712,114128,36468,19770,17404,2365,28,1,4,1,4,23,33,15,45,3,0,0,0,147,49,0,0,0,0,0,0,15,12,0,4,0,6,197,0,0,0,67,0,0,0,130,130,0,0,67,17,0,4,0,186,185,19,0,436,452,352,220,180,172,34,0,70,0,24,0,0,0,0,0,15,0,0,54,16,0,0,47,0,34,73,73,0,0,0,0,0,0,0,0,0,0,0,0,115,17,16,9827,135,45191,441,3,1,2648,3895,447,933,4307,12230,193,Riskware,smsreg
78498,30064,10756,38776,104440,31336,10729,9150,1578,12,0,4,1,4,15,28,12,33,0,0,1,0,267,89,0,0,0,0,0,0,35,34,0,2,0,2,395,0,0,0,131,0,0,0,266,266,0,0,131,38,0,0,0,400,399,34,0,945,981,687,411,328,324,76,0,140,0,38,0,0,0,0,0,35,0,0,115,64,0,0,108,0,74,146,146,0,0,0,0,0,0,0,0,0,0,0,0,241,38,36,139754,354,75542,805,3,1,2938,645,1171,3990,6220,14964,191,Riskware,smsreg
35452,6840,10956,19696,74924,6972,5571,4045,1525,0,0,4,0,2,3,22,3,14,0,0,0,0,21,7,0,0,0,0,0,0,6,0,0,0,0,1,10,0,0,0,3,0,2,2,5,7,0,0,3,8,0,31,0,184,400,18,60,0,0,41,169,90,242,56,2,0,0,2,0,0,0,0,56,0,0,0,2,0,0,0,30,35,0,55,2,0,0,0,0,2,66,0,0,0,0,0,0,62,31,30,1124,8,2483,10,4,1,107,2853,778,2991,3605,10334,192,Riskware,skymobi
79954,24408,10724,47540,89820,25760,28862,22757,6104,7,1,4,1,4,29,33,10,40,2,0,1,0,0,0,6,0,0,3,0,0,1,2,9,0,0,0,16,0,0,0,1,0,0,0,15,15,0,0,1,0,0,0,0,20,19,0,4,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,6,0,1,3526,46,9261,73,2,0,110,893,3166,2031,2025,8225,194,Riskware,smspay
64849,5408,10680,42796,104428,12980,23222,18200,5021,86,2,4,1,2,12,29,6,24,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,34,32,14,0,0,0,4,0,7,0,0,0,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,15987,97,16507,111,3,0,815,109,2631,4122,1915,9592,191,Riskware,smsreg
47509,8228,11820,31128,98068,8404,18071,14910,3160,154,8,5,2,2,16,28,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,7178,33,5110,39,2,0,2871,613,139,1973,4387,9983,192,Riskware,revmob
43046,4200,12184,31656,100404,4216,15554,11654,3899,47,3,5,2,2,10,28,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,176,0,16,16,96,0,80,80,0,80,0,0,96,0,0,0,0,0,0,2,32,0,0,0,0,16,32,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,13,8535,75,12750,78,2,0,7181,112,2294,3501,634,13722,191,Riskware,smsreg
66931,10768,8128,41076,89136,16216,24995,19824,5170,206,10,8,4,4,39,41,24,59,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,6,0,0,0,3,0,0,0,3,3,0,0,3,0,0,0,0,13,13,0,10,0,0,16,15,11,2,2,0,2,0,6,0,1,0,0,4,1,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,0,1,81695,100,12023,86,2,1,556,107,1424,3222,1650,6959,192,Riskware,smspay
76930,30636,11852,36896,84596,31928,18058,13806,4251,7,1,5,1,4,28,34,8,31,2,0,1,0,0,0,4,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,63,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,6,0,0,0,0,0,0,0,2,0,60,0,0,0,0,0,0,19,0,3,0,0,0,0,2,0,2208,2774,763,190,2517,8452,189,Riskware,smsreg
46867,12380,10588,26676,71780,12516,7805,4880,2924,8,0,7,1,2,5,25,3,12,0,0,0,0,144,48,0,0,0,0,0,0,3,0,0,0,0,2,6,0,0,0,3,0,3,3,0,3,0,0,3,2,0,27,0,94,188,19,44,42,42,54,193,96,106,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,22,25,2770,1,1,0,0,0,0,4,2,0,0,0,0,0,0,47,46,22,571,4,1284,5,3,3,2792,2173,3087,954,107,9113,190,Riskware,skymobi
56462,8084,11500,40988,76212,8116,26153,20201,5951,5,1,5,1,2,13,27,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,11,0,0,0,0,4,0,3559,3484,6226,768,171,14208,192,Riskware,smspay
28091,2236,9632,17932,77708,2236,5854,3949,1904,0,0,2,0,2,2,22,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2430,106,724,1564,1270,6094,197,Riskware,jiagu
47951,2684,10796,33996,94284,6644,20190,15887,4302,182,3,5,2,2,18,30,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,4,0,1096,703,2610,2081,2170,8660,192,Riskware,smsreg
55843,3908,10732,38484,106256,9028,22760,18158,4601,86,2,5,2,2,13,29,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,23,21,10,0,0,0,4,0,5,0,0,0,0,0,0,0,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,8721,83,12889,98,3,0,1270,668,2223,3219,107,7487,192,Riskware,smsreg
36378,5100,10680,22100,76804,5112,8957,5132,3824,0,0,3,0,2,3,22,1,6,0,0,0,0,123,42,0,0,0,0,0,0,3,0,0,0,0,2,6,0,0,0,3,0,3,3,0,3,0,0,3,2,0,24,0,83,166,19,42,35,35,50,189,85,90,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,20,23,2501,1,1,0,0,0,0,4,2,0,0,0,0,0,0,44,42,20,571,4,1276,5,3,3,2364,1322,112,3181,3145,10124,192,Riskware,skymobi
43975,7080,11860,29260,101704,7156,15641,13038,2602,77,4,4,1,2,19,28,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,8624,43,6216,52,2,0,1943,625,3574,3113,146,9401,192,Riskware,revmob
56139,6804,10708,36900,98496,11200,20325,16672,3652,66,2,4,1,2,12,29,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,20,19,8,0,0,0,2,0,4,0,0,0,0,0,0,0,0,18,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,2,8677,72,12477,99,3,0,2453,2022,1196,708,102,6481,189,Riskware,smsreg
33281,3476,9548,20108,77848,3484,6834,4980,1853,0,0,3,0,2,2,22,6,11,0,0,0,0,215,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,172,350,0,112,0,0,41,41,216,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,51,4749,51,50,0,0,0,0,0,0,0,0,0,0,0,0,98,86,51,0,0,0,0,2,1,3061,2505,2252,5006,55,12879,190,Riskware,skymobi
47592,11452,10704,25916,69620,11584,7595,4430,3164,8,0,7,1,2,5,25,3,12,0,0,0,0,142,48,0,0,0,0,0,0,3,0,0,0,0,2,6,0,0,0,3,0,3,3,0,3,0,0,3,2,0,28,0,95,192,18,46,42,42,53,192,94,100,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,23,26,2833,1,1,0,0,0,0,4,2,0,0,0,0,0,0,49,48,23,531,3,1280,5,3,3,2131,965,3499,109,3140,9844,189,Riskware,<unknown>
39946,5240,10528,24848,77484,5252,10248,5845,4402,8,0,6,1,2,5,27,2,8,0,0,0,0,92,31,0,0,0,0,0,0,6,0,0,0,0,4,13,0,0,0,4,0,4,4,5,9,0,0,4,3,0,15,0,61,122,20,32,0,0,57,214,69,66,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,14,17,2105,2,2,0,0,0,0,4,2,0,0,0,0,0,0,34,30,14,1124,8,2519,10,3,1,677,1269,2151,118,2279,6494,193,Riskware,skymobi
85583,32416,10668,41404,107096,34376,15145,11717,3427,28,1,4,1,4,26,32,15,45,4,0,0,0,177,59,0,0,0,0,0,0,16,15,0,2,0,3,196,0,0,0,67,0,0,0,129,129,0,0,67,0,0,0,0,188,172,2,0,80,80,356,224,176,154,0,0,68,0,20,0,0,0,0,0,16,0,0,21,1,0,0,32,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,119,0,17,602,7,23400,337,2,0,3211,4144,223,3907,1598,13083,192,Riskware,smsreg
55457,3988,10712,37780,103232,9296,20470,16711,3758,68,3,4,1,2,11,30,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,20,19,8,0,0,0,2,0,4,0,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,7066,69,11676,88,3,0,11630,705,2475,2143,111,17064,191,Riskware,smsreg
36803,4520,10856,21456,77468,4532,8681,5015,3665,0,0,3,0,2,3,22,3,9,0,0,0,0,109,40,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,1,0,1,0,0,1,1,0,27,0,95,195,13,48,0,0,19,19,108,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,28,2919,26,26,0,0,0,0,0,0,0,0,0,0,0,0,48,52,27,0,0,0,0,2,1,2807,3588,133,2451,1123,10102,194,Riskware,skymobi
55001,4524,11700,38272,104172,7712,20440,16067,4372,77,5,5,2,2,10,32,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,23,21,10,0,0,0,4,0,5,0,0,0,0,0,0,0,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,8724,85,12443,98,3,0,2040,117,12795,2513,663,18128,192,Riskware,smsreg
50237,4772,10792,37416,93632,6560,21713,16533,5179,187,2,5,2,2,14,30,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,0,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,2,0,620,1871,112,1535,3293,7431,191,Riskware,smsreg
43581,0,10604,37656,97152,12,18838,15782,3055,26,1,4,1,2,9,28,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12,11,6,0,0,0,2,0,3,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2055,21,4183,39,3,0,568,912,1416,128,2405,5429,193,Riskware,smsreg
99190,32184,10544,53100,115920,35636,19846,17204,2641,60,2,4,1,4,26,34,14,41,4,0,0,0,129,43,0,0,0,0,0,0,17,15,0,0,0,0,176,0,0,0,58,0,0,0,118,118,0,0,57,16,0,0,0,192,191,14,0,453,468,326,192,150,150,34,0,64,0,15,0,0,0,0,0,17,0,0,51,26,0,0,52,0,32,62,62,0,0,0,0,0,0,0,0,0,0,0,0,112,16,17,63690,163,36854,406,3,0,3671,3180,547,1150,2929,11477,191,Riskware,smsreg
