Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Process_android.app.ActivityManager_killBackgroundProcesses,API_Process_android.os.Process_killProcess,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_evaluateJavascript,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.content.ContextWrapper_deleteDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_deleteDatabase,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getBSSID,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getNetworkId,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceSoftwareVersion,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_SystemManager_android.content.BroadcastReceiver_abortBroadcast,API_SMS_android.telephony.SmsManager_sendTextMessage,API_SMS_android.telephony.SmsManager_sendMultipartTextMessage,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.media.AudioRecord_startRecording,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_warning,Logcat_verbose,Logcat_debug,Logcat_info,Logcat_error,Logcat_total,Process_total,Category,Family
54300,7900,10080,34804,73216,11752,14385,13089,1295,27,3,7,2,2,16,30,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,29,0,5,0,0,0,0,3,1,2924,2133,2595,744,1522,9918,189,Trojan_Dropper,locker
48785,6228,10144,32616,68520,7960,14256,12798,1457,40,1,6,2,2,11,28,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,8,0,2,0,0,0,0,3,1,3078,1529,840,4756,1680,11883,189,Trojan_Dropper,locker
36760,4188,12412,25272,86684,4204,12054,10492,1561,6,1,5,1,2,8,26,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,3,0,4087,11419,2396,964,1513,20379,190,Trojan_Dropper,locker
49469,4984,12068,30480,88768,9396,17396,13676,3719,25,2,5,1,2,15,30,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,12,0,10,0,0,0,0,3,0,2335,1505,3618,7191,1142,15791,189,Trojan_Dropper,locker
52366,5696,10120,35016,76824,9000,16383,13354,3028,17,3,7,2,2,16,31,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,2,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,33,0,5,0,0,0,0,4,1,1519,2428,1077,2702,3336,11062,190,Trojan_Dropper,locker
48389,6572,10256,31728,72104,8844,14147,11718,2428,19,1,5,1,2,10,25,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,7,0,2,0,0,0,0,4,1,926,2965,5859,1903,1518,13171,188,Trojan_Dropper,<unknown>
48897,6076,10140,33576,78112,7820,16289,13483,2805,38,1,6,2,2,9,28,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,10,0,2,0,0,0,0,3,1,1019,2078,3362,1512,6874,14845,189,Trojan_Dropper,locker
186676,6396,9628,162148,84288,6496,83080,64511,18568,85,3,9,3,5,45,42,21,78,3,2,3,0,0,99,34,5,0,0,0,42,0,31,4,0,0,20,0,44,0,0,30,0,0,0,14,14,0,0,15,0,0,5,0,28,31,7,8,164,164,533,270,57,112,74,7,8,3,61,0,0,0,3,6,10,6,194,40,8,2,2,393,66,0,0,0,0,0,0,0,3,24,0,0,0,0,44,1,1,341824,1077,278869,1253,3,3,3703,1500,2665,1070,3090,12028,191,Trojan_Dropper,ztorg
45292,11468,7904,25344,52840,11484,6508,4703,1804,0,0,2,0,2,2,25,8,12,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,22,0,0,0,0,3,0,2749,4055,1274,1519,2889,12486,193,Trojan_Dropper,ztorg
57920,8096,10176,37628,75468,12252,17490,16194,1295,38,3,7,2,2,16,29,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,37,0,5,0,0,0,0,3,1,2774,1522,3072,851,2345,10564,188,Trojan_Dropper,locker
47366,5020,10200,33608,71540,5032,16229,13582,2646,19,1,5,1,2,10,26,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,13,0,3,0,0,0,0,4,1,3750,1983,1526,955,7016,15230,192,Trojan_Dropper,locker
57347,7976,11268,35896,76020,12780,16391,13399,2991,17,3,7,2,2,17,31,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,46,0,8,0,0,0,0,4,1,2445,826,3274,1512,3371,11428,187,Trojan_Dropper,locker
50521,6400,10188,33092,74744,8016,16289,13358,2930,38,1,6,2,2,10,28,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,9,0,2,0,0,0,0,3,1,3232,724,1475,5657,2030,13118,189,Trojan_Dropper,locker
42106,6192,10956,28044,84524,6208,14234,11447,2786,11,1,5,1,2,12,28,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,26,0,25,50,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,33,0,0,0,25,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,51,0,25,0,0,5460,91,3,1,2923,1518,757,5988,1937,13123,190,Trojan_Dropper,hqwar
56794,7336,10168,37360,68772,11132,17477,16257,1219,38,3,7,2,2,16,29,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,32,0,4,0,0,0,0,4,1,1514,3388,3192,974,2713,11781,188,Trojan_Dropper,locker
44148,7208,10888,28956,84036,7224,15279,11537,3741,11,1,5,1,2,12,28,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,8,0,5,10,1,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,21,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,11,0,5,0,0,5580,93,3,1,4802,758,3444,1500,1932,12436,189,Trojan_Dropper,hqwar
58511,2272,9984,50532,52840,2320,30221,27138,3082,76,6,7,2,2,19,34,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,4,0,1,0,0,0,0,2,1,2859,2227,1506,1575,885,9052,190,Trojan_Dropper,locker
84436,1936,10056,75136,73792,2732,18948,16383,2564,149,8,9,4,2,25,33,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,2,608,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,4,1,1509,727,1728,5479,2579,12022,187,Trojan_Dropper,locker
92438,40720,10648,38940,98428,42252,23217,20091,3125,19,2,6,2,4,31,35,9,38,2,0,1,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,3,0,62,65,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,3,0,21,0,0,6,3,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,13,0,3,0,0,5520,92,3,1,2287,1507,646,3741,4009,12190,192,Trojan_Dropper,hqwar
55405,7860,11336,35752,76092,11616,16457,13343,3113,27,3,7,2,2,16,30,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,50,0,10,0,0,0,0,4,1,1521,3237,4455,879,2520,12612,187,Trojan_Dropper,locker
45931,6016,11996,31088,84628,6032,14262,11566,2695,11,1,5,1,2,11,28,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,8,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,21,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,13,0,5,0,0,5520,92,3,1,1523,2513,5163,856,8205,18260,188,Trojan_Dropper,hqwar
55024,2956,9844,44880,63540,3660,24193,20837,3355,91,12,7,2,2,18,32,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,5,0,1,0,0,0,0,2,1,790,1508,4106,2039,2745,11188,193,Trojan_Dropper,locker
54937,7596,11288,35708,69180,11540,16383,13236,3146,17,3,7,2,2,17,30,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,2,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,33,0,5,0,0,0,0,3,1,2644,1519,755,3407,2173,10498,189,Trojan_Dropper,locker
43726,4876,11588,31376,62420,4884,8014,5912,2101,8,1,5,1,2,8,26,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,40,0,8,0,0,0,0,3,1,1437,751,1482,4766,2031,10467,190,Trojan_Dropper,locker
49156,416,10880,44732,76504,424,8565,6619,1945,0,0,6,0,2,3,26,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,36,0,0,18,0,18,18,0,18,0,0,18,0,132,45,0,0,0,26,6,0,0,0,0,1,0,2,0,0,1,0,0,0,0,4,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,5,1,789,1481,1626,2172,4630,10698,189,Trojan_Dropper,hqwar
62914,2228,9992,54472,63420,2256,34578,29782,4795,79,9,7,2,2,27,34,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,4,0,1,0,0,0,0,3,1,1524,2965,1505,2843,723,9560,191,Trojan_Dropper,locker
54395,6868,12348,36568,77688,9148,16478,14120,2357,35,3,7,2,2,16,30,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,23,0,2,0,0,0,0,4,1,2623,2431,1521,867,2745,10187,188,Trojan_Dropper,locker
130903,5776,9720,117772,65564,5916,46463,30660,15802,259,6,8,2,5,28,39,16,61,3,2,0,0,0,66,23,0,0,0,0,40,0,15,4,0,0,20,0,44,0,0,30,0,0,0,14,14,0,0,15,0,0,5,0,8,16,7,0,110,110,325,166,41,74,46,4,2,0,48,0,0,0,0,0,4,0,150,40,7,2,2,264,44,0,0,0,0,0,0,0,21,4,0,0,0,0,33,1,1,104312,637,207777,800,4,3,2225,2674,1515,2330,692,9436,193,Trojan_Dropper,ztorg
64938,1916,10028,56312,65636,1956,32728,30039,2688,8,1,5,0,2,15,31,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,29,0,1,0,0,0,0,3,1,1695,3231,976,2821,1489,10212,190,Trojan_Dropper,locker
42282,6344,10912,28364,92060,6356,14209,11498,2710,11,1,5,1,2,11,32,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,16,0,8,16,2,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,29,0,0,0,8,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,20,0,8,0,0,7380,123,3,1,1217,5038,3437,2411,1507,13610,188,Trojan_Dropper,hqwar
56852,6776,10028,35700,76944,12348,16479,13742,2736,33,6,7,2,4,17,33,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,25,0,4,0,0,0,0,3,1,3376,853,3043,2655,1228,11155,188,Trojan_Dropper,locker
89732,19956,9860,56772,88276,20520,21849,17844,4004,46,2,6,2,4,13,32,13,49,0,0,0,0,0,420,146,0,0,0,0,111,8,77,6,0,0,36,0,176,0,0,120,0,0,0,55,55,0,0,60,1,0,7,0,12,24,7,0,680,678,1135,578,248,524,336,42,50,23,249,0,0,0,23,46,42,46,668,100,27,10,10,1625,270,0,0,0,0,0,0,0,15,0,0,0,0,0,240,1,5,442001,2774,892281,3273,2,3,3264,872,1532,3867,2678,12213,189,Trojan_Dropper,ztorg
40070,328,10748,35512,82556,464,14317,12171,2145,6,1,4,0,2,9,27,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,1,0,0,0,2,6,0,0,0,0,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,4,0,1,320,8,480,8,4,1,671,1636,3972,1489,2395,10163,192,Trojan_Dropper,hqwar
50067,1976,9920,41956,70996,1992,22910,19048,3861,66,4,7,2,2,20,33,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,4,0,1,0,0,0,0,5,1,2001,881,2729,2277,1515,9403,188,Trojan_Dropper,locker
56142,6852,10148,37180,77480,10960,17408,16074,1333,27,2,6,1,2,12,28,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,36,0,5,0,0,0,0,4,1,2548,1480,783,2484,1524,8819,188,Trojan_Dropper,locker
57391,1484,10808,48960,90284,1520,32719,29681,3037,8,1,5,0,2,16,31,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,22,0,1,0,0,0,0,3,1,3021,3641,2591,1509,1005,11767,187,Trojan_Dropper,locker
54681,6956,11528,35120,69168,10876,14301,12878,1422,13,2,6,1,2,15,30,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,2,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,49,0,9,0,0,0,0,4,1,3285,1517,1755,914,2953,10424,190,Trojan_Dropper,locker
50611,6008,10188,33284,77880,7524,16313,13311,3001,38,2,6,2,2,10,28,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,10,0,2,0,0,0,0,4,1,3225,5097,1943,887,1519,12671,189,Trojan_Dropper,locker
51843,6236,11396,34512,81716,7400,17394,13346,4047,25,1,5,1,2,14,29,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,32,0,0,0,0,46,0,15,0,0,0,0,2,0,1507,2649,1171,3604,14536,23467,189,Trojan_Dropper,locker
55520,6512,11460,36412,80828,8980,16505,14369,2135,43,2,6,1,2,15,31,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,26,0,0,0,0,39,0,13,0,0,0,0,3,1,1039,3926,1516,2587,8765,17833,190,Trojan_Dropper,locker
117756,6044,9956,103292,66812,6436,44733,29247,15485,159,4,9,3,4,25,40,31,65,0,3,0,0,0,36,13,0,0,0,0,41,0,21,4,0,0,20,0,42,0,0,28,0,0,0,14,14,0,0,14,0,0,5,0,4,8,7,2,60,60,347,177,34,64,30,6,6,2,40,0,0,0,2,4,6,4,111,40,8,2,2,144,24,0,0,0,0,0,0,0,3,6,0,0,0,0,37,1,1,88682,461,130914,578,3,3,2015,786,1533,2975,2926,10235,191,Trojan_Dropper,ztorg
52388,1552,10008,45460,59352,1560,26330,21590,4739,75,7,7,2,2,15,31,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,4,0,1,0,0,0,0,3,1,734,1882,1511,3482,2798,10407,190,Trojan_Dropper,locker
64628,3556,11932,50708,69608,4688,26283,19747,6535,80,15,7,2,2,30,34,20,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,3,0,0,0,0,3,1,2257,1860,1514,2933,776,9340,187,Trojan_Dropper,locker
70364,10668,11212,44308,77168,15480,25757,21562,4194,27,3,5,1,2,13,30,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,22,0,6,0,0,0,0,3,0,2106,1513,895,3939,3147,11600,188,Trojan_Dropper,locker
57067,8004,10108,35432,76752,11924,16479,13593,2885,31,5,7,2,2,17,33,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,25,0,4,0,0,0,0,3,1,5256,1520,2445,2989,893,13103,189,Trojan_Dropper,locker
48894,6096,10204,33008,70952,8180,16288,13106,3181,38,1,6,2,2,10,28,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,9,0,2,0,0,0,0,2,1,1516,993,2882,1742,6601,13734,188,Trojan_Dropper,locker
