Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Process_android.app.ActivityManager_killBackgroundProcesses,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadData,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_evaluateJavascript,API_WebView_android.webkit.WebView_postUrl,API_WebView_android.webkit.WebView_setWebContentsDebuggingEnabled,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.content.ContextWrapper_databaseList,API_Database_android.content.ContextWrapper_deleteDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_deleteDatabase,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertOrThrow,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getBSSID,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getNetworkId,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceSoftwareVersion,API_DeviceInfo_android.os.Debug_isDebuggerConnected,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResources,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexFile_loadDex,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_SystemManager_android.content.BroadcastReceiver_abortBroadcast,API_SMS_android.telephony.SmsManager_sendTextMessage,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccountsByType,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.location.Location_getLatitude,API_DeviceData_android.location.Location_getLongitude,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_warning,Logcat_info,Logcat_verbose,Logcat_error,Logcat_debug,Logcat_total,Process_total,Category,Family
53963,7060,10812,33904,88504,11728,20933,16530,4402,207,2,4,1,2,13,30,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,23,21,9,0,0,0,2,0,4,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,2046,12,3555,15,4,0,2081,2934,838,13709,1520,21082,186,Riskware,smspay
45132,6920,8548,26180,79612,6968,15785,12642,3142,44,3,5,2,2,15,33,19,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,1,1434,10,882,13,3,0,2647,1475,3030,2576,749,10477,186,Riskware,smsreg
37702,7028,10436,21048,73384,7036,7019,5077,1941,0,0,3,0,2,3,22,3,9,0,0,0,0,63,21,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,8,0,0,0,2,0,1,1,5,6,0,0,2,13,0,11,0,43,86,6,16,0,0,58,215,39,46,2,0,0,0,2,0,0,0,0,2,0,0,0,8,5,0,0,10,0,13,1826,2,2,0,0,0,0,0,4,2,0,0,0,0,0,0,19,20,10,667644,473,17583,360,4,1,2405,1497,1070,3048,2308,10328,188,Riskware,<unknown>
46858,7400,10892,22876,73128,7428,9158,5290,3867,0,0,3,0,2,4,22,2,8,0,0,0,0,85,30,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,8,0,0,0,2,0,1,1,5,6,0,0,2,25,0,17,0,62,125,9,26,32,32,71,228,62,60,2,0,0,0,2,0,0,0,0,2,0,0,0,11,8,0,0,13,0,17,2527,2,2,0,0,0,0,0,4,2,0,0,0,0,0,0,28,28,13,1604269,1128,33004,725,4,3,2856,2534,948,1496,2567,10401,185,Riskware,skymobi
85905,39220,12376,34028,92400,40556,11946,9053,2892,12,0,4,1,4,14,28,11,29,0,0,1,0,126,42,0,0,0,0,0,0,0,12,9,0,6,0,0,0,13,0,149,0,0,0,48,0,0,0,101,101,0,0,48,0,0,0,0,136,124,0,0,27,27,244,166,138,112,0,0,52,0,21,0,0,0,0,0,12,0,0,18,3,0,0,24,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,12,0,0,0,0,3,0,2592,1501,3297,2639,937,10966,184,Riskware,smsreg
87688,32976,10712,43424,99388,34432,13541,10515,3025,28,1,4,1,4,25,32,13,37,4,0,0,0,138,46,0,0,0,0,0,0,0,17,12,0,4,0,0,0,10,0,200,0,0,0,68,0,0,0,132,132,0,0,68,17,0,6,0,193,191,20,0,439,456,329,208,172,162,34,0,70,0,22,0,0,0,0,0,17,0,0,55,30,0,0,52,0,0,34,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,122,17,17,62368,163,45175,491,4,1,1240,3837,1828,5643,3196,15744,188,Riskware,<unknown>
86597,32324,10672,39896,109520,34740,15200,11948,3251,27,1,4,1,4,28,32,14,43,4,0,0,0,168,56,0,0,0,0,0,0,0,14,12,0,4,0,0,0,9,0,172,0,0,0,54,0,0,0,118,119,0,0,54,0,0,0,0,168,154,0,0,37,37,287,188,166,144,0,0,60,0,20,0,0,0,0,0,14,0,0,20,1,0,0,28,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,14,1485,6,17865,269,3,0,1559,1526,3980,4170,4151,15386,183,Riskware,smsreg
45642,3692,8824,30656,88980,3696,10130,6851,3278,9,1,5,2,2,13,31,12,26,0,0,0,0,48,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,24,0,0,0,8,8,8,8,0,8,0,0,8,18,0,15,0,29,58,0,32,0,0,86,423,39,84,0,0,0,0,10,0,8,8,0,16,0,0,0,9,0,47,0,27,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,14,19704,422,41358,459,5,4,1575,3653,1192,3637,3466,13523,194,Riskware,smsreg
47017,6084,9980,27900,90488,6096,10503,7181,3321,9,1,5,2,8,13,30,10,21,0,0,0,0,51,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,0,0,0,6,6,6,6,0,6,0,0,6,13,0,19,0,35,70,0,40,0,0,87,362,35,64,0,0,0,0,8,0,6,6,0,12,0,0,0,6,0,57,0,33,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,17,25083,538,51402,565,5,4,1085,3076,1639,3993,4102,13895,187,Riskware,smsreg
65175,7528,10700,43580,101280,11648,25583,18401,7181,164,3,5,2,2,17,33,7,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,39,35,17,0,0,0,6,0,8,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,6809,29,7655,33,4,0,1513,3001,7454,2050,696,14714,187,Riskware,smsreg
71129,9716,10656,44168,99728,16620,25510,19079,6430,116,4,5,2,2,14,31,7,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,36,33,15,0,0,0,4,0,7,0,0,0,0,0,0,0,0,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,13931,93,14996,106,4,0,3042,1521,1950,3592,643,10748,187,Riskware,smsreg
48813,7804,10612,25384,68292,7860,7289,4316,2972,8,0,6,1,2,5,24,2,10,0,0,0,0,120,40,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,0,1,0,0,1,2,0,19,0,78,156,5,42,0,0,46,180,80,89,2,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,19,0,21,2391,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,41,40,19,0,0,0,0,4,1,5276,3110,1051,2862,1504,13803,188,Riskware,skymobi
66478,7868,10708,42960,95620,12796,25646,20257,5388,130,4,5,2,2,13,32,7,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,44,38,19,0,0,0,8,0,9,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,13,0,4,7326,34,8607,46,4,0,1517,926,2297,3011,4888,12639,186,Riskware,smsreg
68737,8504,10608,43564,98812,15408,23581,19302,4278,94,5,5,2,2,16,35,7,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,36,33,15,0,0,0,4,0,7,0,0,0,0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,2,12773,82,13743,92,4,0,2215,1531,757,9731,3196,17430,188,Riskware,smsreg
68360,4588,10644,49052,84164,10960,25949,19278,6670,124,5,7,4,2,23,36,8,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,32,30,11,0,0,0,2,0,5,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,11,0,1,9301,55,9876,62,4,0,1502,1928,692,4487,3087,11696,188,Riskware,smsreg
70621,4196,10640,55548,95308,7936,26896,20110,6785,199,6,7,4,2,23,34,6,25,0,0,0,0,45,15,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,24,0,0,0,8,0,0,0,16,16,0,0,8,0,0,0,0,4,8,0,6,37,36,40,45,42,32,0,0,4,0,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,2107,12,6031,37,4,0,1532,2642,3065,2428,574,10241,186,Riskware,smsreg
45099,6844,12112,29756,93768,7112,17870,14291,3578,27,2,4,1,2,17,27,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,10,10177,52,8406,61,3,0,3548,9070,2561,1526,1583,18288,188,Riskware,revmob
38407,3692,10148,23072,83396,3704,7235,6059,1175,9,1,5,2,2,11,29,10,21,0,0,0,0,43,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,0,0,0,5,5,5,5,0,5,0,0,5,6,0,18,0,33,66,0,38,0,0,79,385,31,50,0,0,0,0,5,0,5,5,0,10,0,0,0,5,0,58,0,33,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,17,24574,532,50995,572,5,3,4211,3404,1616,1149,3545,13925,192,Riskware,smsreg
207519,15968,10592,185644,65548,16468,53528,41649,11878,265,6,12,9,4,48,42,13,54,2,21,15,0,0,0,7,0,17,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,65,99,0,16,0,0,614,323,0,0,0,0,0,22,0,0,0,0,0,0,43,0,0,57,51,11,0,2,0,0,0,17,17,0,0,5,0,0,0,20,0,0,0,0,0,0,21,1,1,856723,1010,103321,933,3,0,2622,1599,3282,1691,1526,10720,191,Riskware,revmob
43170,4228,12252,30732,75812,4240,8017,5716,2300,21,1,5,1,2,8,26,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,35,0,11,0,0,0,0,3,0,3237,3243,2635,1275,1536,11926,188,Riskware,dnotua
131893,17116,10664,102236,91620,17248,44456,33453,11002,152,4,9,5,6,51,39,14,52,2,0,5,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,43,54,0,8,47,47,235,379,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,0,0,2,0,1,112,18,18,0,0,0,0,0,16,20,0,0,0,0,0,0,18,0,1,1054483,1127,92236,797,3,0,3246,1005,1621,1531,2194,9597,192,Riskware,revmob
41112,6864,10728,23008,69056,6876,8680,4910,3769,0,0,3,0,2,4,22,1,6,0,0,0,0,147,49,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,1,0,1,0,0,1,2,0,27,0,99,198,6,48,0,0,52,191,98,112,2,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,24,0,26,2904,1,1,0,0,0,0,0,4,2,0,0,0,0,0,0,49,50,24,571,4,1260,5,4,3,4092,1529,7682,1071,3114,17488,187,Riskware,skymobi
63411,8576,10844,39472,90208,14468,23011,18632,4378,152,5,5,2,2,12,30,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,23,21,9,0,0,0,2,0,4,0,0,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,8192,74,11022,98,4,0,1510,2751,2230,9519,863,16873,187,Riskware,smsreg
66546,3884,10748,51968,90156,6776,23379,18680,4698,151,10,5,2,2,16,36,6,26,0,0,0,0,36,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,24,0,0,0,8,0,0,0,16,16,0,0,8,4,0,0,0,0,0,0,4,0,0,45,49,38,27,0,0,4,0,5,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,2107,12,4563,13,4,0,2946,2698,2919,757,1525,10845,189,Riskware,smsreg
34045,2904,10784,18188,77068,2916,5855,3878,1976,0,0,2,0,2,2,22,7,9,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,2712,1557,3245,1309,3033,11856,190,Riskware,jiagu
93453,31948,10612,46124,107784,36636,19442,16745,2696,27,0,4,1,4,20,31,14,41,3,0,0,0,177,59,0,0,0,0,0,0,0,14,11,0,6,0,0,0,13,0,207,0,0,0,73,0,0,0,134,134,0,0,73,0,0,0,0,166,152,0,0,48,48,330,220,188,160,0,0,70,0,28,0,0,0,0,0,14,0,0,23,3,0,0,28,0,0,0,41,41,0,0,0,0,0,0,2,0,0,0,0,0,0,124,0,14,2648,19,34282,455,3,0,1555,3633,1513,3863,3335,13899,187,Riskware,smsreg
100536,22072,9992,71484,55848,22756,37085,29382,7702,93,2,5,2,4,34,37,10,42,3,0,5,0,0,0,13,0,0,5,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,29,0,4,0,0,113,66,8,0,0,0,2,0,4,0,0,0,0,0,5,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,11,0,1,2554312,2270,105339,1500,3,0,1523,1863,1906,8811,1022,15125,187,Riskware,mobilepay
88849,24628,10588,53868,82820,26248,33477,27517,5959,33,2,4,1,4,28,33,10,42,2,0,1,0,0,0,8,0,0,3,0,0,0,1,0,7,0,0,0,0,2,0,30,9,0,9,1,0,0,0,29,29,0,0,1,1,0,0,0,20,19,0,4,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0,0,0,7,0,1,1724,36,6682,63,3,0,2250,856,3337,2335,1562,10340,188,Riskware,smspay
92749,37652,10700,43204,99212,39132,13363,10531,2831,28,1,4,1,4,26,32,13,39,4,0,0,0,162,54,0,0,0,0,0,0,0,17,14,0,2,0,0,0,7,0,187,0,0,0,58,0,0,0,129,129,0,0,58,21,0,2,0,203,203,18,0,515,535,341,215,185,182,42,0,66,0,20,0,0,0,0,0,17,0,0,64,34,0,0,55,0,0,40,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,115,21,17,73636,195,44545,478,4,1,3399,1872,3281,5504,1053,15109,186,Riskware,smsreg
43071,6360,10676,21104,66724,6384,8587,4998,3588,0,0,3,0,2,3,22,3,11,0,0,0,0,120,40,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,1,0,1,0,0,1,2,0,20,0,80,162,4,40,0,0,49,188,76,84,2,0,0,0,2,0,0,0,0,2,0,0,0,3,0,0,0,19,0,21,2430,1,1,0,0,0,0,0,4,2,0,0,0,0,0,0,40,40,19,739,8,1552,11,4,3,5015,1518,970,3541,2802,13846,187,Riskware,skymobi
111059,39640,10776,59540,96028,41068,37481,30444,7036,152,8,9,6,4,57,37,13,49,2,0,15,0,0,0,24,0,6,12,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,100,139,0,14,35,35,26,28,16,0,0,6,0,0,15,0,0,0,0,0,58,0,0,23,8,18,0,6,0,3,0,6,6,0,0,0,0,0,12,60,0,0,0,0,0,0,19,0,3,506172,458,40404,419,3,0,4249,2685,1512,3357,1154,12957,190,Riskware,revmob
94748,33656,10472,46920,109684,36320,19451,16676,2774,27,1,4,1,4,25,33,13,39,4,0,0,0,138,46,0,0,0,0,0,0,0,12,8,0,5,0,0,0,10,0,150,0,0,0,47,0,0,0,103,104,0,0,47,0,0,0,0,144,132,0,0,30,30,219,157,144,118,0,0,50,0,21,0,0,0,0,0,12,0,0,17,2,0,0,24,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,12,2970,12,17485,229,3,0,3289,3224,1504,1173,3359,12549,184,Riskware,smsreg
46029,7412,10600,23720,64740,7424,10277,5767,4509,8,0,6,1,2,5,27,2,8,0,0,0,0,108,36,0,0,0,0,0,0,0,9,0,0,0,0,0,0,5,0,12,0,0,0,4,0,3,3,5,8,0,0,4,28,0,19,0,77,154,20,34,1,80,101,375,69,83,4,0,0,0,2,0,0,0,0,4,0,0,0,11,8,0,0,17,0,21,2916,3,3,0,0,0,0,0,14,4,0,0,0,0,0,0,38,37,17,1326314,977,27859,559,4,2,1522,2810,1006,2724,4281,12343,189,Riskware,skymobi
70123,4356,10636,54148,90700,8232,26102,19741,6360,187,11,6,3,2,23,40,14,29,0,0,0,0,36,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,24,0,0,0,8,0,0,0,16,16,0,0,8,4,0,0,0,1,2,0,4,0,0,44,42,38,27,0,0,4,0,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,15,0,1,2107,12,4594,15,4,0,2404,3261,765,3164,1512,11106,187,Riskware,smsreg
56296,21236,10652,23232,51208,21340,10506,5879,4626,8,0,6,1,2,5,27,2,8,0,0,0,0,126,43,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,1,0,1,0,0,1,2,0,22,0,86,173,6,41,0,0,49,188,84,92,2,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,21,0,23,2591,1,1,0,0,0,0,0,4,2,0,0,0,0,0,0,42,44,21,655,6,1424,8,4,2,3184,2886,1026,4754,1509,13359,189,Riskware,skymobi
44369,8248,12388,28936,91316,8264,16059,12105,3953,6,1,4,1,2,8,26,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,162,0,40,40,5,0,0,0,0,157,3,3,5,0,0,0,0,0,0,0,0,0,0,88,44,6,0,0,0,6,0,3,0,0,0,4,0,3,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,17,526710,593,36821,562,3,0,1506,5589,7065,2000,1245,17405,188,Riskware,smsreg
98957,37400,10588,47280,109624,39892,19462,16617,2844,28,1,4,1,4,25,33,14,41,4,0,0,0,165,55,0,0,0,0,0,0,0,16,14,0,4,0,0,0,10,0,195,0,0,0,61,0,0,0,134,134,0,0,61,0,0,0,0,188,172,0,0,76,76,412,254,176,152,0,0,74,0,25,0,0,0,0,0,16,0,0,21,2,0,0,32,0,0,0,41,41,0,0,0,0,0,0,2,0,0,0,0,0,0,116,0,16,2115,12,21850,294,3,0,3605,5628,3781,1582,1296,15892,187,Riskware,smsreg
53898,3528,10700,38356,96092,8024,24062,18163,5898,205,15,8,4,2,19,41,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,2,3,4,1,2,4,4,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,1383,8,1348,10,6,1,609,2210,1499,2625,3075,10018,189,Riskware,smsreg
54683,19076,10692,24188,54184,19380,10221,5726,4494,8,0,6,1,2,5,27,2,8,0,0,0,0,129,43,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,25,0,88,181,3,42,0,0,49,188,88,97,3,0,0,0,2,0,0,0,0,6,0,0,0,2,0,0,0,21,0,23,2587,1,1,0,0,0,0,0,4,2,0,0,0,0,0,0,42,44,21,571,4,1280,5,4,3,6300,2922,1531,1032,3374,15159,188,Riskware,skymobi
106505,40196,10624,53740,117332,41808,29612,24750,4861,59,1,5,2,5,35,34,10,43,2,0,1,0,0,0,5,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,2,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,16,15,0,2,0,0,73,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29,29,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,21,0,12,126197,220,23189,219,4,0,7856,2037,2042,1246,4287,17468,189,Riskware,revmob
62944,3452,10520,45620,93132,10224,23974,19705,4268,167,6,7,4,2,16,34,7,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,24,22,9,0,0,0,2,0,4,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,9488,53,8707,59,4,0,2078,1517,742,11821,2804,18962,187,Riskware,smsreg
39018,3476,13212,27584,91556,3492,17305,14759,2545,25,4,6,2,2,11,28,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,6,0,0,0,0,3,0,2565,2859,1307,1723,2856,11310,186,Riskware,smsreg
