Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadData,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_postUrl,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertOrThrow,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getBSSID,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.os.Debug_isDebuggerConnected,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResources,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccountsByType,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_warning,Logcat_verbose,Logcat_error,Logcat_info,Logcat_debug,Logcat_total,Process_total,Category,Family
53292,2596,10208,43728,71312,4192,20019,14847,5171,93,2,5,2,2,9,30,4,18,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,1,2,0,0,2,0,0,0,0,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,2,0,168,2520,765,1855,3912,9220,191,PUA,youmi
95633,18756,10516,65752,105000,21636,35957,30080,5876,240,22,7,4,4,48,42,21,54,2,0,3,0,0,0,0,0,4,0,1,0,0,0,3,21,33,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,16,19,0,4,15,15,6,3,8,0,0,0,2,0,0,0,0,16,4,0,7,4,15,0,2,0,0,0,0,0,0,0,26,0,0,0,0,15,0,1,12927,103,21535,280,3,0,4245,3518,111,607,2009,10490,193,PUA,cauly
30487,1432,12704,23472,76028,1448,8918,4983,3934,0,0,1,0,2,2,24,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,137,2821,5764,3975,1401,14098,192,PUA,secapk
67106,2712,10588,56684,92352,3584,31789,26765,5023,129,6,7,2,4,37,34,11,42,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,1,0,1,1,0,1,0,0,1,0,0,6,0,14,15,4,4,0,4,4,9,2,4,14,7,0,0,0,0,7,14,9,0,0,0,0,0,2,0,0,0,0,0,0,0,20,0,0,0,0,5,7,1,84139025,59112,1158788,28757,5,2,3977,259,1963,2966,669,9834,192,PUA,utchi
129695,24592,10948,96616,84620,25412,40109,31155,8953,89,2,4,1,4,37,36,9,38,3,0,3,0,0,39,0,0,5,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,0,2,0,0,594,328,0,0,0,0,0,0,0,0,0,0,4,0,16,0,0,0,2,0,0,0,0,0,0,0,20,0,0,0,0,5,0,1,1456228,1733,298354,1519,2,0,1603,110,1235,3430,2247,8625,192,PUA,scamapp
53915,2464,10856,40756,103028,5964,22537,17977,4559,147,4,10,7,2,16,34,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,1,4,4,1,5,0,0,2,1,0,4,0,5,10,2,10,0,0,9,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,425,6,952,7,2,0,1854,1420,787,2718,129,6908,193,PUA,youmi
83917,13956,10596,57172,94664,19752,35138,29478,5659,219,10,6,2,4,31,33,9,36,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,11,0,0,0,4,0,0,1,2,12,6,0,0,0,0,6,12,8,0,0,0,0,0,2,0,0,0,0,0,0,0,20,0,0,0,0,4,6,1,227948752,166574,3441332,85873,3,1,2532,300,4330,652,1634,9448,192,PUA,utchi
36657,1764,11948,29716,69184,1780,7950,4923,3026,0,0,2,0,2,2,25,6,11,0,0,0,81,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,27,0,0,0,0,2,0,7023,3856,1456,2668,120,15123,192,PUA,secapk
125602,8316,10628,106444,98856,10480,39135,33946,5188,1475,0,28,25,2,19,51,42,167,1,27,0,9,3,0,0,0,0,0,4,84,14,6,0,2,68,0,0,0,37,0,28,28,3,31,2,2,37,0,0,12,0,0,0,10,0,6,9,765,561,97,0,0,0,68,31,1,0,0,0,2,0,96,63,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,272,0,2,153029,816,150099,917,3,0,5878,2008,1887,6817,246,16836,194,PUA,youmi
32016,2388,12772,24416,79932,2396,7966,5150,2815,5,0,5,1,2,3,24,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,2,2,0,2,0,0,2,0,0,4,0,0,0,2,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,28,0,0,0,0,2,0,1288,4765,163,8085,2287,16588,192,PUA,youmi
31061,1296,12860,24152,76304,1300,7945,4783,3161,0,0,2,0,2,2,22,6,9,0,0,0,75,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,2,0,5607,100,1374,2321,5625,15027,189,PUA,secapk
26888,2136,10560,16496,71040,2152,5343,3738,1604,0,0,2,0,2,2,23,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4851,2652,150,6318,1513,15484,190,PUA,secapk
125771,25784,10776,91016,78216,27084,45365,31594,13770,120,4,4,1,4,39,35,9,38,3,0,3,0,0,7,0,0,4,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,425,213,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,20,0,0,0,0,4,0,1,405001,853,287650,810,3,0,1946,1196,1659,106,3466,8373,192,PUA,scamapp
67542,2308,10864,52876,98592,7300,23300,18376,4923,138,5,7,4,2,22,34,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,0,1,8,0,25,25,0,25,0,0,8,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,17,0,1,1312,8,936,11,3,0,717,3184,2102,482,3699,10184,191,PUA,youmi
26792,2048,10484,17196,70760,2060,5363,3721,1641,0,0,2,0,2,2,22,6,9,0,0,0,69,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,2,0,7085,154,2732,4637,1245,15853,195,PUA,secapk
27027,1728,10532,17308,71260,1740,6406,3749,2656,0,0,2,0,2,2,23,6,9,0,0,0,75,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,2,0,2180,4367,1431,116,4630,12724,192,PUA,secapk
59134,1968,11088,45696,93304,6808,28386,22076,6310,132,3,6,2,2,18,29,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,1,2,12,6,0,0,0,0,6,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,168834235,118936,2424528,60427,3,1,2706,4205,1653,714,281,9559,193,PUA,utchi
30238,1092,12832,23408,77600,1104,7889,4999,2889,0,0,1,0,2,2,22,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2541,1200,2626,110,7554,14031,190,PUA,secapk
88516,38668,12060,37520,95784,40416,22941,19640,3300,7,1,5,1,4,25,33,7,30,3,0,1,0,0,16,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,28,0,0,0,0,0,0,0,288,0,0,0,0,45,0,14,0,0,0,0,2,0,119,6594,2622,1261,3503,14099,193,PUA,scamapp
35715,1452,10636,28876,70908,1464,7911,5002,2908,0,0,1,0,2,2,24,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,23,0,0,0,0,2,0,195,3631,4982,1906,1056,11770,193,PUA,secapk
94563,40000,11180,44140,84260,41636,24398,21559,2838,35,2,5,1,4,31,36,7,30,4,0,1,0,0,16,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,28,0,0,0,0,0,0,0,304,0,0,0,0,86,0,14,0,0,0,0,2,0,3243,10544,2080,115,1351,17333,191,PUA,<unknown>
62889,2536,10988,48788,95112,7412,30809,25284,5524,429,2,5,1,2,14,28,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,1,2,8,4,0,0,0,0,4,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,115410614,83055,1710058,42621,2,1,199,2306,705,1636,3699,8545,193,PUA,utchi
109471,38300,10732,58140,104188,40116,32733,26552,6180,71,1,4,1,4,35,35,10,40,3,0,3,0,0,75,0,0,39,0,24,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,204,0,16,0,0,1414,724,0,0,0,0,0,0,0,0,0,0,31,0,8,0,0,0,16,0,0,0,0,0,0,0,160,0,0,0,0,39,0,8,11247455,10707,763818,7374,2,0,4695,2629,3461,1293,124,12202,193,PUA,scamapp
86959,37032,12072,37608,102896,38644,22943,19680,3262,7,1,5,1,4,28,33,8,32,3,0,1,0,0,16,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,30,0,0,0,0,0,0,0,304,0,0,0,0,47,0,15,0,0,0,0,2,0,2941,1787,7615,1234,113,13690,192,PUA,scamapp
70159,7260,10848,47680,97328,14292,20964,15114,5849,134,4,6,3,2,15,32,4,18,0,0,0,0,0,1,0,0,0,0,1,9,9,0,0,6,26,0,0,0,10,1,9,9,6,16,0,0,10,0,0,0,0,20,19,0,8,0,0,36,36,11,2,4,0,2,0,0,0,0,66,1,0,9,0,0,0,2,0,0,0,0,0,0,0,20,0,0,0,0,17,0,2,0,0,1680,28,3,0,2952,1758,887,3447,210,9254,195,PUA,youmi
61351,1544,10968,47156,102700,6544,28602,20035,8566,436,5,6,2,2,16,31,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,2,2,18,9,0,0,0,0,9,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,1,127278197,91011,1922262,47924,3,1,2784,3763,1962,258,793,9560,193,PUA,utchi
101275,28004,12312,63952,87504,29424,41116,29874,11241,249,1,5,2,4,53,35,9,38,2,0,15,0,0,65,0,0,44,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,31,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,24,0,2,0,0,0,2,0,0,0,0,0,0,0,40,0,0,0,0,6,0,1,3794,36,7227,82,2,0,1974,1435,1992,107,5306,10814,194,PUA,scamapp
30765,1448,12860,24216,76464,1460,8966,4816,4149,0,0,2,0,2,2,22,5,7,0,0,0,90,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,2,0,7007,4085,1546,157,2936,15731,192,PUA,secapk
81519,13588,10600,55700,97088,17396,32456,24684,7771,175,5,6,2,4,32,32,9,36,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,13,0,2,0,4,8,16,1,2,16,8,0,0,0,0,8,16,10,0,0,0,0,0,2,0,0,0,0,0,0,0,20,0,0,0,0,4,8,1,130124587,91782,1807861,44962,3,1,1860,359,4614,820,3095,10748,194,PUA,utchi
29650,1408,11360,22896,77596,1420,7889,4866,3022,0,0,1,0,2,2,22,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1920,119,2597,1447,1010,7093,194,PUA,secapk
65221,3980,10796,49884,92616,8024,29265,23961,5303,156,4,8,5,3,16,34,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,0,1,1,12,0,3,3,8,11,0,0,12,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,20,0,1,16112,40,4266,48,3,0,342,1944,2839,4071,636,9832,191,PUA,youmi
32180,2016,8804,22860,65512,2032,5351,3727,1623,0,0,1,0,2,2,25,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,20,0,0,0,0,2,0,3045,2029,109,5056,1142,11381,192,PUA,secapk
61436,2816,11160,47280,92476,7544,29746,22925,6820,1012,4,6,2,2,16,30,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,1,2,8,4,0,0,0,0,4,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,83930369,58935,1189499,29611,2,1,191,686,1789,3692,2681,9039,190,PUA,utchi
30714,1536,12864,24152,75612,1548,7927,4758,3168,0,0,2,0,2,2,22,6,9,0,0,0,90,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,2,0,1757,4082,150,2472,8283,16744,192,PUA,secapk
30836,1560,12980,24144,75244,1576,7930,4767,3162,0,0,2,0,2,2,23,6,9,0,0,0,99,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,2,0,147,1611,9462,4328,2585,18133,192,PUA,secapk
36996,1956,12032,29292,69808,1968,7912,5020,2891,0,0,1,0,2,2,24,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,27,0,0,0,0,2,0,5535,2818,1356,145,4034,13888,191,PUA,secapk
39426,6736,12136,26100,92168,6752,13174,10165,3008,5,1,4,2,2,9,27,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,22,0,0,0,0,2,0,749,3437,2950,17582,117,24835,192,PUA,cauly
85691,37404,12064,37760,100320,39088,24189,20881,3307,7,1,5,1,4,30,35,7,28,4,0,1,0,0,15,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,28,0,0,0,0,0,0,0,288,0,0,0,0,44,0,14,0,0,0,0,2,0,2078,5567,117,1354,3617,12733,193,PUA,scamapp
67166,2052,10884,49044,86636,11932,25184,19224,5959,221,4,7,4,2,15,32,6,26,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,52,52,1,2,0,0,2,0,0,0,0,2,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,2,0,784,2990,243,1904,10910,16831,192,PUA,youmi
111651,15744,10756,89232,74236,16560,41548,29660,11887,61,1,4,1,4,34,36,9,38,3,0,3,0,0,21,0,0,4,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,531,297,0,0,0,0,0,0,0,0,0,0,3,0,16,0,0,0,2,0,0,0,0,0,0,0,20,0,0,0,0,4,0,1,985955,1321,208328,1286,2,0,2485,941,1318,112,1229,6085,192,PUA,scamapp
113648,25944,10788,79124,92288,26824,37744,27734,10009,61,1,4,1,4,33,36,10,38,3,0,3,0,0,38,0,0,5,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,31,0,2,0,0,276,164,0,0,0,0,0,0,0,0,0,0,4,0,14,0,0,0,2,0,0,0,0,0,0,0,20,0,0,0,0,5,0,1,715879,823,132825,804,2,0,3340,1730,118,1628,1591,8407,191,PUA,scamapp
30084,1620,11344,23048,77328,1632,7887,5093,2793,0,0,1,0,2,2,22,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5634,114,1855,2241,1051,10895,195,PUA,secapk
65205,5692,10940,47308,99392,8080,16088,12144,3943,80,4,6,2,3,14,32,5,20,0,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,15,30,0,0,0,0,174,175,7,14,14,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,14,0,10,389,4,501,5,6,0,4722,2111,200,2765,665,10463,193,PUA,youmi
82684,4864,10816,65816,97040,9136,28829,21943,6885,115,5,7,4,2,17,34,6,26,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,10,0,2,234,236,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,1,389,4,569,5,6,0,310,742,2883,3990,1853,9778,192,PUA,youmi
51985,160,10908,48648,28884,240,28095,25249,2845,91,13,17,13,4,56,44,7,30,3,0,13,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,35,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,2,0,0,0,0,0,0,0,20,0,0,0,0,15,0,1,9386,65,10183,69,2,0,3142,161,2943,1211,1930,9387,193,PUA,scamapp
61886,2116,11080,49680,94544,4868,29208,23082,6125,152,7,6,2,2,19,30,4,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,4,0,5,5,11,1,2,16,8,0,0,0,0,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1,84133864,58946,1144869,28386,4,1,1792,819,3007,291,3984,9893,191,PUA,utchi
88249,39592,11952,37856,102080,41248,24183,20780,3402,7,1,5,1,4,27,34,7,30,3,0,1,0,0,17,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,32,0,0,0,0,0,0,0,326,0,0,0,0,50,0,16,0,0,0,0,2,0,910,114,1494,6514,1785,10817,191,PUA,scamapp
119269,32744,13528,75844,72896,33608,49338,39081,10256,82,1,5,2,4,34,37,11,44,3,0,4,0,0,7,0,0,5,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,0,2,0,0,241,121,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,2,0,0,0,0,0,0,0,20,0,0,0,0,5,0,1,4747935,3969,176604,2342,4,0,1540,1464,114,2006,3494,8618,194,PUA,scamapp
26602,2004,9600,16836,72548,2016,5836,4333,1502,0,0,1,0,2,2,22,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1305,4010,2883,2244,112,10554,194,PUA,secapk
98397,10988,10820,75728,82832,15900,31584,26080,5503,106,3,4,1,4,28,33,9,35,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,0,0,0,2,219,221,1,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,2,0,0,1,1,0,0,0,20,0,0,0,0,3,0,1,478,5,1049,12,2,0,2120,570,150,1574,3028,7442,191,PUA,youmi
